longitude,latitude,sif_mean_735,sif_mean_743,B_REFL_mean,COMP_mean,EVI_mean,MIR_REFL_mean,NDVI_mean,NIR_REFL_mean,PXL_REL_mean,RAA_mean,R_REFL_mean,SZA_mean,VIQ_mean,VZA_mean
-95.5500486043,46.1157157384,0.771652,1.048346,399.451327,151.750000,3226.614035,1564.640351,5422.078947,2608.307018,1.000000,10766.365385,766.728070,2605.085106,4183.000000,2067.009091
-95.5041882550,46.1157157384,0.803087,1.056842,448.526316,152.250000,3013.859649,1842.622807,5016.298246,2612.105263,1.000000,9246.745098,869.201754,2628.886792,3930.375000,1960.971429
-95.4583279057,46.1157157384,0.804613,1.053477,470.318966,153.181818,3061.465517,1843.620690,4981.801724,2670.327586,1.000000,8421.533981,893.887931,2633.557692,3683.500000,2047.635514
-95.4124675564,46.1157157384,0.724325,0.931282,435.025862,152.666667,3180.871795,1558.094017,5273.974359,2611.675214,1.000000,10317.598131,801.991453,2598.816327,5402.600000,2218.071429
-95.3666072070,46.1157157384,0.687992,0.879606,428.780702,150.666667,3012.443478,1565.660870,5133.130435,2488.947368,,9513.205607,791.373913,2611.717391,4452.571429,2377.234234
-95.3207468577,46.1157157384,0.691791,0.850160,443.008772,151.555556,2838.035088,1693.088496,4872.619469,2441.309735,,9078.464646,834.858407,2598.239130,3819.333333,2463.898148
-95.2748865084,46.1157157384,0.724070,0.899936,445.663717,156.285714,2991.752212,1715.214286,5000.678571,2588.598214,1.000000,6340.255319,860.464286,2619.981132,3078.800000,2745.644860
-95.2290261590,46.1157157384,0.785396,0.970738,459.625000,155.000000,3053.070796,1777.796460,4992.823009,2688.741071,1.000000,2727.755319,897.477876,2680.101695,2709.000000,2798.314815
-95.1831658097,46.1157157384,0.854848,1.076952,468.437500,152.666667,3064.289474,1736.122807,4963.921053,2711.789474,1.000000,560.553191,911.833333,2732.629630,3666.250000,2539.590909
-95.1373054604,46.1157157384,0.972451,1.206593,473.178571,155.500000,3227.605263,1717.307018,5089.421053,2839.929204,1.000000,-3108.947917,925.061404,2782.892857,2659.500000,2450.468468
-95.0914451110,46.1157157384,0.989564,1.206427,462.035398,155.500000,3384.342105,1677.043860,5266.894737,2914.796460,1.000000,-4001.156250,902.701754,2784.627451,2148.500000,2440.412844
-94.9997244124,46.1157157384,0.992413,1.181295,485.166667,154.500000,3521.017857,1848.035088,5294.412281,3061.473684,1.000000,-4534.517647,939.973451,2803.714286,2181.000000,2375.039604
-94.9080037137,46.1157157384,1.031694,1.256493,503.580357,154.666667,3596.526316,1950.313043,5293.426087,3170.182609,1.000000,-4388.656566,976.504348,2790.680851,2172.875000,2351.028571
-94.8621433644,46.1157157384,1.008884,1.230285,521.473684,153.888889,3419.725664,2113.184211,5070.666667,3119.771930,1.000000,-4002.076923,1021.877193,2776.764706,2159.333333,2454.030000
-94.7704226657,46.1157157384,1.017685,1.238029,452.517544,153.000000,3361.982759,1709.844828,5330.000000,2873.163793,1.000000,-4040.000000,883.629310,2777.545455,3666.250000,2248.464286
-94.7245623164,46.1157157384,1.109104,1.336370,388.232759,,3633.293103,1321.836207,5855.663793,2857.758621,,-4566.870000,751.982759,2791.518519,4160.000000,2188.017241
-94.6787019671,46.1157157384,1.173376,1.391252,408.761062,,3732.464912,1390.991150,5829.903509,2979.079646,,-4566.135922,790.859649,2789.346154,4160.000000,2160.035088
-94.5869812684,46.1157157384,1.181521,1.412547,423.823009,152.000000,3778.964912,1466.256637,5777.210526,3056.561404,,-4393.907216,818.196429,2780.925926,4160.000000,2110.815789
-94.5411209191,46.1157157384,1.191522,1.434803,423.052632,,3846.166667,1444.885965,5858.368421,3070.333333,,-4570.371134,808.486726,2784.166667,,2077.000000
-94.4952605697,46.1157157384,1.197513,1.461604,420.105263,,3862.095652,1443.654867,5874.547826,3076.582609,,-4568.104762,804.307018,2782.576923,,2048.895652
-94.4494002204,46.1157157384,1.189089,1.426577,387.831858,,3830.991304,1371.849558,5992.140351,2980.913043,,-4568.500000,749.000000,2780.980000,,2021.156522
-94.4035398711,46.1157157384,1.062400,1.259518,379.778761,,3558.359649,1411.236842,5829.902655,2764.464912,,-4576.198020,728.578947,2778.921569,4160.000000,1993.210526
-94.3576795217,46.1157157384,0.972678,1.103909,442.035088,158.000000,3135.578947,1828.859649,5190.438596,2663.421053,,-4587.277228,852.359649,2776.938776,4842.666667,1973.219298
-94.2659588231,46.1157157384,1.048260,1.273771,447.913043,158.000000,3605.869565,1682.860870,5537.582609,3024.561404,,-4605.617647,876.843478,2772.820000,,1940.570175
-94.2200984738,46.1157157384,1.122843,1.408726,386.913043,,3933.878261,1338.539130,6050.747826,3064.605263,,-4621.307692,752.500000,2771.981132,,1880.634783
-94.1742381244,46.1157157384,1.074369,1.318899,383.699115,,3885.622807,1318.666667,6026.666667,3023.893805,,-4630.151515,747.562500,2770.384615,,1852.236842
-94.1283777751,46.1157157384,1.063227,1.302320,404.750000,,3683.061404,1397.640351,5768.947368,2955.592920,,-4630.939394,794.256637,2768.510638,,1840.157895
-94.0825174258,46.1157157384,1.100721,1.326504,423.964286,154.000000,3617.517544,1460.105263,5617.789474,2973.921053,1.000000,-4281.181818,831.883929,2757.625000,2181.000000,1803.392857
-93.9907967271,46.1157157384,1.068372,1.338301,424.245614,146.000000,3412.931034,1415.155172,5458.310345,2844.686957,,-4631.937500,839.129310,2770.843137,2116.000000,1769.122807
-93.9449363778,46.1157157384,1.024477,1.267831,390.433628,151.250000,3188.243478,1235.573913,5447.526316,2583.561404,1.000000,-4278.267327,752.192982,2764.666667,4584.200000,1767.097345
-93.8990760284,46.1157157384,1.081070,1.332366,351.324324,151.750000,3352.778761,1122.194690,5780.459459,2567.812500,1.000000,-4042.586957,667.714286,2779.945455,4597.200000,1895.663551
-93.8532156791,46.1157157384,1.183164,1.387019,339.428571,152.000000,3653.946903,1138.884956,6095.946429,2735.619469,1.000000,-3800.111111,662.247788,2797.076923,2181.000000,2052.883495
-93.8073553298,46.1157157384,1.216438,1.475744,326.356522,154.000000,3784.069565,1073.026087,6276.930435,2775.850877,,-3601.802198,632.008696,2799.085106,2112.000000,1988.364486
-93.7614949805,46.1157157384,1.121691,1.330460,288.684211,154.000000,3474.265487,979.132743,6083.131579,2524.026549,,-3773.477778,582.876106,2831.413043,4161.333333,2004.226415
-93.4863328845,46.1157157384,1.150429,1.282180,310.055046,149.500000,3535.919643,1002.855856,6026.732143,2620.008929,3.000000,-4557.702128,591.821429,2783.962264,5748.666667,1424.803738
-93.3946121858,46.1157157384,1.333175,1.533997,312.554545,155.000000,4554.964912,1055.053097,6800.654867,3233.517544,1.000000,-4344.494737,592.578947,2720.125000,2148.500000,1472.562500
-93.3487518365,46.1157157384,1.431766,1.662080,301.119266,154.250000,4663.292035,1014.133929,6997.159292,3248.362832,1.000000,-4330.816327,560.433628,2752.076923,2181.000000,1768.609091
-93.3028914871,46.1157157384,1.451918,1.675830,293.464286,153.666667,4721.921053,1001.695652,7106.298246,3251.787611,1.000000,-4343.673267,543.849558,2781.615385,2181.000000,2134.132743
-93.2570311378,46.1157157384,1.515811,1.777583,284.798246,,4916.356522,987.387931,7283.560345,3358.140351,,-4441.774510,522.921739,2796.807692,,2356.353448
-93.2111707885,46.1157157384,1.444955,1.745691,247.181818,149.000000,5181.946903,855.530973,7652.631579,3411.247788,,-4347.142857,446.815789,2743.636364,,1595.168142
-93.1653104392,46.1157157384,1.488780,1.851635,250.945455,153.000000,5065.292035,845.265487,7576.150442,3332.433628,,-4059.459184,455.362832,2669.679245,,708.990991
-93.0735897405,46.1157157384,1.396888,1.725437,316.142857,150.000000,4525.043478,1025.426087,6869.365217,3189.053097,,-4162.871287,587.596491,2714.301887,,1475.763636
-100.1819438867,46.0528339562,0.557577,0.681338,576.230088,151.285714,2286.937500,2354.274336,3789.061947,2448.232143,,6430.621053,1100.345133,2560.788462,6208.000000,1683.822430
-99.8150610921,46.0528339562,0.362216,0.497158,603.200000,152.166667,2152.283186,2384.132743,3526.578947,2454.964912,,-3589.932039,1165.298246,2764.767857,5038.285714,1837.410000
-99.7692007427,46.0528339562,0.401330,0.608907,622.756522,152.700000,2293.957265,2447.181034,3643.179487,2590.905983,,-4213.227723,1199.709402,2746.589286,4160.666667,1684.156863
-99.5398989961,46.0528339562,0.476591,0.697683,600.783784,151.000000,2527.752212,2322.026549,3979.743363,2691.265487,,-4253.909091,1159.929204,2758.584906,5186.666667,2252.283019
-99.4940386468,46.0528339562,0.454887,0.699290,558.576577,151.000000,2529.867257,2041.247788,4116.849558,2590.088496,,-3174.154639,1079.238938,2703.117647,4980.800000,1638.830189
-99.4481782974,46.0528339562,0.545237,0.776555,503.034483,153.666667,2185.741379,1623.773913,3873.921739,2184.810345,,1389.882353,925.172414,2640.490566,5525.333333,1313.558559
-99.4023179481,46.0528339562,0.579810,0.803507,486.130435,151.500000,2243.396552,1565.000000,3992.982456,2142.172414,,1747.055046,875.181034,2631.566038,5185.000000,1015.698276
-99.2647369001,46.0528339562,0.704733,0.868501,503.534483,153.000000,2573.612069,1693.862069,4423.401709,2355.589744,1.000000,-3522.839623,906.077586,2661.018182,3877.285714,563.583333
-99.2188765508,46.0528339562,0.666223,0.812379,553.608696,154.571429,2357.713043,1942.096491,4008.669565,2342.452174,1.000000,-2934.398148,1001.339130,2654.563636,3029.888889,574.018692
-99.1730162014,46.0528339562,0.650628,0.813309,527.598214,153.142857,2289.750000,1837.250000,4029.696429,2236.178571,,-1688.831776,954.754545,2629.936170,4160.000000,307.846154
-99.1271558521,46.0528339562,0.619151,0.834690,472.491228,152.714286,2539.695652,1666.695652,4493.173913,2281.608696,,-471.714286,864.592920,2636.311111,3750.400000,340.592593
-99.0812955028,46.0528339562,0.646197,0.839982,467.815789,153.750000,2545.181034,1687.094828,4510.301724,2307.896552,,3495.765217,873.862069,2633.387755,3932.444444,263.925926
-99.0354351535,46.0528339562,0.714320,0.894467,444.394737,149.400000,2420.318584,1625.823009,4412.614035,2202.842105,,7997.827273,845.491228,2672.915254,4916.421053,580.854369
-98.6685523588,46.0528339562,0.717060,0.863503,469.151786,155.800000,2624.530973,1904.336283,4519.008850,2438.306306,1.000000,7767.552381,921.646018,2627.613636,2181.000000,843.190909
-98.6226920095,46.0528339562,0.526990,0.717715,492.991228,156.250000,2324.482456,1970.657895,4100.298246,2302.891892,1.000000,6900.383178,964.622807,2636.416667,2181.000000,888.827273
-98.5768316602,46.0528339562,0.395706,0.572310,539.500000,155.400000,2218.365217,2141.911504,3783.217391,2353.336283,1.000000,7892.223301,1053.791304,2633.576923,2181.000000,827.962264
-98.4392506122,46.0528339562,0.188414,0.343413,616.400000,154.666667,1879.565217,2486.426087,3186.965217,2324.313043,1.000000,10253.603774,1203.834783,2611.045455,2181.000000,679.859813
-98.3933902628,46.0528339562,0.139186,0.266207,573.796460,155.333333,1818.201754,2412.201754,3228.210526,2191.508772,1.000000,9708.864078,1127.575221,2603.697674,2181.000000,787.447619
-98.3475299135,46.0528339562,0.145381,0.287827,532.714286,154.142857,1684.271930,2150.424779,3158.394737,2017.707965,1.000000,9664.440000,1050.672566,2622.511111,3508.444444,763.301887
-98.3016695642,46.0528339562,0.124246,0.224805,559.663717,151.500000,1636.921739,2214.938596,3013.491228,2048.973684,1.000000,10940.225490,1099.842105,2637.920000,3100.733333,712.853211
-98.2558092148,46.0528339562,0.135538,0.171146,595.165217,151.500000,1676.517241,2304.017241,2992.096491,2140.146552,1.000000,8601.836538,1159.217391,2648.458333,2412.125000,868.054054
-98.1640885162,46.0528339562,0.178719,0.265803,573.298246,155.000000,1786.500000,2210.991228,3208.315789,2165.552632,1.000000,7108.806122,1122.350877,2673.947368,2181.000000,1353.057143
-98.1182281668,46.0528339562,0.276000,0.444282,546.571429,154.818182,1939.150442,2151.663717,3505.672566,2183.646018,1.000000,7752.187500,1064.535714,2669.709677,2181.000000,1361.803922
-98.0723678175,46.0528339562,0.369288,0.479841,517.318584,154.800000,2025.149123,2087.228070,3704.421053,2147.210526,1.000000,8026.755319,997.151786,2655.500000,2181.000000,1265.880000
-98.0265074682,46.0528339562,0.455237,0.558602,498.094828,155.250000,2201.155172,1990.172414,3972.146552,2226.103448,1.000000,8098.750000,969.495652,2657.909091,2181.000000,1364.825243
-97.9806471189,46.0528339562,0.472270,0.601482,498.622807,156.000000,2462.226087,1978.452174,4252.895652,2392.991304,1.000000,10879.567308,969.121739,2627.456522,2181.000000,1039.596330
-97.9347867695,46.0528339562,0.396682,0.532629,531.415929,150.000000,2409.342105,2092.973684,4068.122807,2430.175439,1.000000,12695.153846,1025.131579,2590.973684,2181.000000,793.789474
-97.8889264202,46.0528339562,0.294268,0.401960,535.734513,150.000000,1927.236842,2081.000000,3475.631579,2145.238938,1.000000,12726.588235,1034.552632,2586.750000,4187.600000,856.805310
-97.8430660709,46.0528339562,0.205032,0.324224,531.663717,152.000000,1791.429825,2054.131579,3327.087719,2048.247788,1.000000,12417.794118,1024.522124,2591.230769,4689.250000,877.509091
-97.7972057215,46.0528339562,0.156818,0.312840,584.800000,154.000000,1829.321739,2207.095652,3233.408696,2174.843478,1.000000,12246.632653,1112.814159,2594.902439,2181.000000,876.212963
-97.7513453722,46.0528339562,0.046515,0.218771,602.000000,154.000000,1703.513043,2251.043860,3036.008696,2110.517544,1.000000,11704.969072,1127.911504,2598.413043,2181.000000,910.611111
-97.6596246735,46.0528339562,0.101779,0.211286,561.601770,153.333333,1608.043860,2185.701754,3002.973913,1946.763158,1.000000,10451.153846,1046.894737,2599.604167,2181.000000,971.754717
-97.6137643242,46.0528339562,0.191736,0.318648,560.018018,153.714286,1760.380531,2144.823009,3209.982301,2044.857143,1.000000,8648.635294,1048.169643,2610.531915,3170.500000,1001.647619
-97.5679039749,46.0528339562,0.183739,0.283652,550.716814,154.500000,1718.552632,2071.175439,3184.254386,2019.850877,,5781.282353,1045.601770,2618.978723,4160.000000,1056.370370
-97.5220436256,46.0528339562,0.204508,0.317983,537.155172,154.500000,1780.756522,2011.982759,3288.586207,2039.612069,,3352.730337,1028.853448,2628.490909,,1083.580952
-97.4761832762,46.0528339562,0.249446,0.374482,525.939130,153.166667,2013.754386,1969.324561,3597.765217,2166.139130,,2712.388235,1015.278261,2628.451613,,1113.407767
-97.4303229269,46.0528339562,0.311844,0.484760,514.782609,152.500000,2050.539130,1992.956140,3694.730435,2169.547826,,2493.788889,997.140351,2625.673077,,1104.275229
-97.3386022282,46.0528339562,0.176352,0.336125,552.371681,153.500000,1767.336283,2178.150442,3246.097345,2035.053097,1.000000,2705.744444,1037.116071,2629.018519,4183.000000,1038.324074
-97.2927418789,46.0528339562,0.131521,0.263876,557.356522,153.600000,1689.930435,2173.504348,3144.382609,1968.782609,1.000000,3633.185567,1023.956522,2628.153846,2181.000000,1050.743119
-97.2468815296,46.0528339562,0.146553,0.288460,558.614035,153.000000,1688.078947,2129.859649,3144.491228,1939.850877,,7569.480000,1004.132743,2606.022222,6208.000000,1113.623853
-97.2010211802,46.0528339562,0.178161,0.304900,539.773913,154.000000,1805.495652,2020.086957,3353.191304,1976.078261,,10658.214286,975.219298,2585.170213,5525.333333,1204.312500
-97.1551608309,46.0528339562,0.178625,0.337274,545.605263,152.000000,1816.333333,2056.913043,3357.217391,1999.878261,,11708.424242,990.096491,2575.204082,5388.800000,1288.852174
-97.0634401322,46.0528339562,0.104884,0.304302,546.366071,153.200000,1754.035088,2146.278261,3262.278261,1974.991304,,11027.978261,997.773913,2578.244444,4501.333333,1322.307018
-97.0175797829,46.0528339562,0.180148,0.368661,558.365217,153.333333,1866.660870,2179.181034,3357.189655,2107.853448,,9838.560440,1043.629310,2584.369565,4160.000000,1287.633929
-96.9717194336,46.0528339562,0.273080,0.416262,567.140351,152.000000,2032.141593,2240.324561,3520.424779,2254.728070,,9697.409091,1077.692982,2579.844444,4842.666667,1345.824074
-96.9258590843,46.0528339562,0.280742,0.444849,545.147826,151.142857,2164.686957,2147.034783,3751.228070,2292.973913,1.000000,9302.313253,1039.539130,2576.458333,4583.400000,1443.601852
-96.8799987349,46.0528339562,0.232287,0.376184,532.552632,151.400000,2206.701754,2130.192982,3849.938596,2275.964602,1.000000,5968.897727,1004.982456,2591.982143,4177.250000,1307.398058
-96.4672555910,46.0528339562,0.081347,0.118562,647.095652,153.384615,1634.443478,2995.885965,2885.736842,2019.415929,1.000000,2698.040000,1109.810811,2598.423729,2181.000000,1007.531250
-96.4213952416,46.0528339562,0.050129,0.098964,628.565217,153.900000,1677.535088,2928.669565,2983.460870,2007.469565,1.000000,2371.989691,1079.061947,2612.031746,2171.714286,1210.593750
-96.3296745430,46.0528339562,0.131780,0.252100,625.973684,153.200000,1652.798246,2997.298246,2971.646018,1974.140351,1.000000,1679.161290,1066.614035,2594.019231,2181.000000,891.455446
-96.2838141936,46.0528339562,0.166008,0.277709,645.094828,153.000000,1622.724138,3112.637931,2888.669565,1999.500000,1.000000,-836.520833,1103.318966,2605.234043,2181.000000,586.510417
-96.2379538443,46.0528339562,0.147844,0.261444,605.060870,153.000000,1657.165217,2903.991304,3022.452174,1960.834783,0.888889,1412.094737,1048.573913,2619.103448,2162.181818,1031.878788
-96.1920934950,46.0528339562,0.183418,0.327443,555.437500,153.500000,1743.666667,2577.675439,3236.469027,1967.640351,0.777778,4549.824742,1000.849558,2637.050847,2158.000000,1625.500000
-96.1462331456,46.0528339562,0.162604,0.315628,530.477064,152.333333,1759.289474,2372.192982,3306.743363,1989.710526,0.800000,7283.173469,1001.026549,2646.428571,2155.125000,2013.747573
-96.1003727963,46.0528339562,0.223402,0.370822,523.036364,153.000000,1695.421053,2354.859649,3236.761062,1955.359649,1.000000,9184.275510,1000.991228,2627.540541,3887.142857,2083.887850
-96.0545124470,46.0528339562,0.220510,0.290763,532.375000,153.571429,1630.464912,2362.778761,3133.637168,1906.728070,1.000000,10085.112245,997.596491,2591.125000,3940.111111,1904.259615
-96.0086520976,46.0528339562,0.292917,0.366969,541.061947,153.000000,1584.382609,2369.070175,3042.373913,1896.556522,1.000000,10082.131313,1013.121739,2577.340000,2875.545455,1773.731481
-95.9627917483,46.0528339562,0.317244,0.406309,534.526316,150.933333,1715.104348,2356.217391,3205.173913,2003.800000,1.000000,8143.454545,1029.278261,2629.816667,3019.857143,2059.735849
-95.9169313990,46.0528339562,0.367599,0.531434,490.403509,150.600000,2066.260870,2090.347826,3769.365217,2164.834783,1.000000,6563.091837,973.460870,2660.547170,4425.125000,2260.057143
-95.8252107003,46.0528339562,0.504399,0.668324,513.115044,151.714286,2237.547826,1885.930435,3951.843478,2226.008696,,7309.485149,948.761062,2657.958333,4673.000000,2292.168224
-95.7793503510,46.0528339562,0.577431,0.692868,472.394737,150.307692,2218.254386,1516.622807,3989.526316,2110.807018,,6395.616162,862.185841,2688.166667,5442.000000,2480.394495
-95.7334900017,46.0528339562,0.652173,0.831389,444.919643,150.076923,2509.438596,1460.578947,4419.245614,2249.840708,1.000000,6253.656863,829.228070,2702.914894,5538.833333,2428.810811
-95.6876296523,46.0528339562,0.620003,0.804547,458.732143,150.750000,2913.964912,1550.052632,4907.201754,2497.646018,1.000000,8569.867925,841.561404,2633.645833,3764.200000,2242.981481
-95.6417693030,46.0528339562,0.630982,0.860145,442.318584,151.500000,3051.763158,1568.052632,5115.385965,2552.271930,,10177.822430,820.228070,2573.826087,4569.600000,2261.411215
-95.5959089537,46.0528339562,0.613567,0.832204,423.849558,150.750000,2894.026316,1575.035088,5000.070175,2434.254386,,10621.188679,796.219298,2581.250000,5525.333333,2301.036036
-95.5500486043,46.0528339562,0.638467,0.881455,448.070796,150.833333,2755.350877,1811.421053,4756.605263,2434.587719,1.000000,9559.861386,857.228070,2633.653846,3620.272727,2101.266055
-95.5041882550,46.0528339562,0.650558,0.905782,492.486726,151.100000,2645.622807,2088.491228,4473.359649,2502.535088,1.000000,7903.438776,959.359649,2644.220339,2825.777778,2010.660000
-95.4124675564,46.0528339562,0.671674,0.906759,434.230769,151.333333,2696.837607,1415.051282,4786.752137,2302.675214,,9526.314286,790.698276,2594.740741,6208.000000,2573.972477
-95.3666072070,46.0528339562,0.703810,0.898093,410.815789,149.142857,2837.373913,1143.939130,5009.043478,2298.631579,,9567.226415,719.469565,2598.756098,4672.000000,2613.477876
-95.3207468577,46.0528339562,0.741283,0.901266,430.196429,150.636364,3011.780702,1359.973451,5093.575221,2494.884956,,9372.326923,786.625000,2586.121951,4161.000000,2508.414414
-95.2748865084,46.0528339562,0.751370,0.911585,448.375000,153.416667,3163.672566,1619.883929,5162.758929,2701.619469,1.000000,7096.389474,863.621622,2616.282609,3561.400000,2550.552381
-95.2290261590,46.0528339562,0.772511,0.950293,477.539823,153.555556,3203.312500,1803.469027,5066.707965,2825.230088,1.000000,698.274725,928.410714,2727.923077,2346.400000,2650.205882
-95.1831658097,46.0528339562,0.838447,1.070766,476.814159,151.000000,3128.548673,1808.798246,5001.666667,2769.710526,1.000000,-1197.063158,924.345133,2759.509804,2163.000000,2774.470000
-95.1373054604,46.0528339562,0.938822,1.200296,456.098214,153.857143,3241.359649,1706.807018,5176.070175,2789.982301,1.000000,-1080.427083,884.061947,2748.678571,2352.500000,2884.460784
-95.0914451110,46.0528339562,0.993500,1.255823,422.714286,154.666667,3567.884956,1524.008850,5594.115044,2915.080357,1.000000,-963.340426,821.135135,2738.678571,2741.400000,2859.745283
-95.0455847617,46.0528339562,0.990374,1.218192,424.612613,156.500000,3663.619469,1539.327434,5681.371681,2980.061947,,-1343.786517,822.794643,2741.632653,2932.800000,2734.656863
-94.9997244124,46.0528339562,0.986819,1.207208,451.803571,155.800000,3521.238938,1665.500000,5451.429825,2958.000000,,-1475.058140,870.646018,2732.777778,2114.666667,2705.551020
-94.9080037137,46.0528339562,1.011459,1.234947,506.616071,153.500000,3698.763158,1878.921053,5369.719298,3232.403509,1.000000,-3645.154639,972.719298,2771.020408,2173.777778,2530.866667
-94.8621433644,46.0528339562,1.009345,1.242318,515.798246,152.583333,3463.666667,2061.570175,5141.219298,3106.903509,1.000000,-1445.430108,998.336283,2735.596491,2159.111111,2694.128713
-94.8162830151,46.0528339562,1.028424,1.266350,515.548673,152.533333,3304.947826,2075.200000,5006.391304,3004.217391,1.000000,-569.888889,1003.114035,2732.310345,2484.083333,2720.647059
-94.7245623164,46.0528339562,1.156302,1.366228,386.716814,151.500000,3788.885965,1237.719298,5988.114035,2932.842105,,-821.280000,740.096491,2730.132075,4842.666667,2327.707965
-94.6787019671,46.0528339562,1.185422,1.374453,423.778761,150.250000,3800.166667,1403.053097,5806.570175,3059.701754,1.000000,-1919.598039,815.973684,2745.076923,3501.666667,2443.072727
-94.6328416177,46.0528339562,1.173074,1.410375,432.096491,151.666667,3761.771930,1475.646018,5730.596491,3060.385965,1.000000,-1677.057692,829.785714,2717.377358,2819.000000,2510.518519
-94.5869812684,46.0528339562,1.174482,1.422424,436.843478,153.571429,3735.121739,1501.260870,5684.460870,3055.965217,1.000000,-1985.020619,838.203540,2713.037736,2642.250000,2396.333333
-94.4952605697,46.0528339562,1.172427,1.434076,430.438596,153.500000,3843.245614,1437.442478,5799.243478,3092.147826,,27.349515,820.208696,2709.000000,2626.000000,2492.603604
-94.4494002204,46.0528339562,1.152965,1.402799,391.035088,152.888889,4009.478261,1346.438596,6121.547826,3087.913043,1.000000,-649.442308,745.313043,2719.452830,2131.250000,2529.840708
-94.4035398711,46.0528339562,1.070791,1.284659,390.194690,154.500000,3881.763158,1312.699115,6043.734513,2970.175439,1.000000,-2936.847619,730.543860,2750.589286,3170.500000,2263.396396
-94.3576795217,46.0528339562,0.932744,1.110866,455.605263,156.000000,3324.913043,1737.956140,5285.078947,2783.278261,,-3891.410000,857.243478,2753.685185,5525.333333,2081.063063
-94.3118191724,46.0528339562,0.911747,1.124469,503.652174,155.666667,3198.800000,2108.434783,4956.782609,2885.660870,,-3654.135417,974.791304,2740.183673,4842.666667,2199.574074
-94.2200984738,46.0528339562,1.025346,1.317912,405.156522,150.333333,3925.939130,1405.269565,5959.034783,3109.666667,1.000000,-1584.659794,786.113043,2719.963636,2181.000000,2231.151786
-94.1742381244,46.0528339562,0.967591,1.210990,433.280702,151.000000,3861.791304,1554.643478,5793.634783,3151.843478,1.000000,-3110.593750,843.286957,2745.865385,2181.000000,2205.207207
-94.1283777751,46.0528339562,0.989440,1.224880,469.258929,155.000000,3629.796460,1727.796460,5466.318584,3104.743363,,-4290.875000,916.955752,2787.760000,,2335.181818
-94.0825174258,46.0528339562,1.097817,1.332204,463.955752,154.600000,3650.877193,1659.114035,5487.877193,3101.743363,1.000000,-4084.755102,904.089286,2834.480769,2181.000000,2441.896226
-93.9907967271,46.0528339562,1.157151,1.409104,437.468468,151.333333,3631.526316,1464.114035,5576.699115,3019.894737,1.000000,-3702.224490,859.342105,2874.137931,2147.500000,2635.721154
-93.9449363778,46.0528339562,1.066426,1.287188,412.062500,151.666667,3665.973684,1344.552632,5728.000000,2957.828829,1.000000,-3691.504950,807.168142,2900.169492,2136.333333,2794.529412
-93.8990760284,46.0528339562,1.072172,1.291802,377.855856,152.000000,3789.333333,1240.280702,5991.787611,2938.333333,1.000000,-3574.720430,737.106195,2927.491228,2158.000000,3153.336957
-93.8532156791,46.0528339562,1.162650,1.365038,353.097345,152.000000,3796.652174,1165.478261,6117.412281,2882.860870,1.000000,-3497.913978,694.530435,2968.509434,2181.000000,3577.546512
-93.7156346311,46.0528339562,1.154165,1.343045,320.792793,151.500000,3387.867257,1070.767857,5884.858407,2565.088496,1.000000,-2359.747126,644.189189,2890.893617,4865.666667,3099.433333
-93.6697742818,46.0528339562,1.012748,1.104130,308.383929,152.100000,3450.557522,1027.044643,5977.566372,2582.176991,1.000000,-724.515464,621.017857,2781.315789,4597.200000,2441.803738
-93.6239139325,46.0528339562,1.086277,1.158879,325.517857,151.461538,3873.421053,1091.754386,6242.403509,2882.789474,1.000000,-2290.300000,648.578947,2740.559322,3683.500000,1626.933962
-93.5780535831,46.0528339562,1.077644,1.144214,349.850877,149.777778,4206.365217,1147.391304,6406.208696,3119.034783,1.000000,-3993.088235,674.452174,2745.875000,2468.166667,1325.364486
-93.5321932338,46.0528339562,1.227088,1.393797,352.894737,150.600000,4432.666667,1131.280702,6563.166667,3234.517544,,-4310.594059,657.649123,2703.711538,2116.000000,1017.297297
-93.4404725351,46.0528339562,1.490258,1.728572,302.703704,151.500000,4890.203540,1025.098214,7070.196429,3427.221239,,-3839.645833,571.000000,2713.400000,4160.000000,1376.148148
-93.3946121858,46.0528339562,1.542802,1.760437,288.090909,152.333333,5090.681416,989.312500,7276.160714,3516.610619,,-3575.404255,538.765766,2752.903846,,2097.375000
-93.3487518365,46.0528339562,1.510126,1.752254,291.342342,154.125000,5025.991228,972.513274,7279.017544,3455.385965,1.000000,-3213.924731,535.043860,2767.054545,2945.000000,2519.509615
-93.3028914871,46.0528339562,1.469485,1.700421,301.937500,154.555556,4926.443478,1013.756522,7169.034783,3424.666667,1.000000,-3469.968421,558.166667,2774.290909,2641.250000,2703.111111
-93.2111707885,46.0528339562,1.430053,1.698625,271.318584,149.000000,5128.070796,934.991228,7461.245614,3470.142857,,-4253.515464,500.187500,2750.372549,5525.333333,1867.396396
-93.1653104392,46.0528339562,1.460807,1.774492,289.491228,149.000000,4946.614035,995.842105,7249.692982,3404.298246,,-4208.913462,540.469027,2660.553191,6208.000000,954.419643
-93.1194500898,46.0528339562,1.369236,1.644678,318.165217,149.000000,4704.921739,1085.313043,6941.426087,3342.884956,,-4075.462963,602.008696,2608.772727,,348.761062
-93.0735897405,46.0528339562,1.372558,1.630622,326.359649,149.000000,4635.525862,1092.577586,6841.560345,3324.868421,,-3781.678899,619.318966,2611.413043,,202.243243
