fid,sif_mean_735,sif_mean_743,longitude,latitude,B_REFL_mean,COMP_mean,EVI_mean,MIR_REFL_mean,NDVI_mean,NIR_REFL_mean,PXL_REL_mean,RAA_mean,R_REFL_mean,SZA_mean,VIQ_mean,VZA_mean,Window
11865,0.3908761423,0.5230393857,-99.5398989961,49.1340412864,493.931034,157,2201.793103,2353.2,3899.066667,2271,,12382.916667,992.633333,2821.076923,,1097.172414,25_May_09_June
11866,0.0234398358,0.0280776019,-97.8430660709,49.1340412864,431.931034,150,1647,2933.551724,3555,1640,1,12235.185185,768.142857,2800.333333,2181,2170.615385,25_May_09_June
11867,0.2743070884,0.2481966753,-97.7054850229,49.1340412864,511.444444,154,1657.862069,2698.103448,3302.137931,1782.793103,1,10708.681818,896,2861.545455,2181,2124.409091,25_May_09_June
11868,0.102231274,0.2805519464,-97.5220436256,49.1340412864,499.75,156.666667,1836.928571,2319.392857,3594.5,1854.142857,1,8810.6,874.407407,2860.666667,2181,2397.954545,25_May_09_June
11869,0.2313823104,0.4967439428,-97.3386022282,49.1340412864,557.448276,153,1649.310345,2604.931034,3162.344828,1866.448276,,1219.782609,974.758621,2951.785714,,3010.047619,25_May_09_June
11870,0.3704612268,0.2559913012,-97.1093004816,49.1340412864,390.655172,,1791.366667,1632.766667,3846.517241,1657.933333,,3590.346154,712.6,2896.666667,,2802.565217,25_May_09_June
11871,0.818459911,0.9713519386,-96.5131159403,49.1340412864,464.275862,153,2830.206897,1701.206897,4672.607143,2594.137931,,-4269.230769,930.413793,3012.6,,2132.607143,25_May_09_June
11872,0.5757539496,0.7086994275,-96.467255591,49.1340412864,456.62963,149,3099.857143,1661.321429,4952.571429,2730.928571,,-4950.608696,902.857143,3052.357143,,2154.961538,25_May_09_June
11873,0.682428512,0.8654227734,-96.2838141936,49.1340412864,395.310345,147,2950.310345,1379.793103,5200.103448,2434.310345,,-4996.481481,770.103448,3037.7,,2155.607143,25_May_09_June
11874,0.9032826594,1.0537053772,-96.0086520976,49.1340412864,327.785714,,3085.321429,1178.5,5749.607143,2295.392857,,-5056.083333,620.928571,3021.090909,,1702.821429,25_May_09_June
11875,0.8410267582,1.0424907307,-95.8252107003,49.1340412864,353.896552,,2942.689655,1197.517241,5474.689655,2259.758621,,-5034.904762,661.965517,3015.5,,1592.344828,25_May_09_June
11876,0.5880506101,0.9888260265,-95.366607207,49.1340412864,252.857143,,2999.071429,676.821429,6303.241379,1979.62069,,-5153.26087,449.607143,3001.888889,6208,1316.172414,25_May_09_June
11877,-0.015924722,-0.0868672784,-95.1831658097,49.1340412864,209.708333,153,-100.52,138.565217,-1422.72,252.041667,2,2287.190476,294.208333,2856.823529,6325.6,2423.05,25_May_09_June
11878,0.4731993328,0.6227914691,-94.6328416177,49.1340412864,305.142857,,2837.821429,702.392857,5737.964286,1951.035714,,-5125.416667,496.142857,2987.888889,3136,993.142857,25_May_09_June
11879,0.3383895755,0.7764471823,-93.9449363778,49.1340412864,201.222222,,2615.448276,468.62069,6498.137931,1620.37931,,-4909.272727,331.172414,3026.076923,6208,2293.862069,25_May_09_June
11880,0.3707488899,0.4148554044,-93.5780535831,49.1340412864,205.066667,,3144.533333,541.933333,6894.1,1945.666667,,-4983,350.4,3013.909091,4160,2087.133333,25_May_09_June
11881,0.4178728834,0.5353423245,-93.2111707885,49.1340412864,206.928571,,2973.275862,544.758621,6775.862069,1836.758621,,-4976.478261,351.344828,3002.25,6208,1874.965517,25_May_09_June
11882,0.3742161989,0.4443642616,-100.5946870307,49.0711595041,600.730769,,1808.5,2554.076923,3157.615385,2187.461538,,11888.346154,1137.269231,2884.333333,,269.269231,25_May_09_June
11883,1.0584267775,1.339174923,-100.0902231881,49.0711595041,276.48,,3206.4,1138.24,6122.2,2313.28,,12240.5,564.16,2871.555556,,584.36,25_May_09_June
11884,1.1962682945,1.3160341212,-99.9985024894,49.0711595041,250.68,157,3775.8,1076.875,6692.88,2603.48,,12245.16,515.291667,2855.25,,678.458333,25_May_09_June
11885,0.4046424851,0.5940127958,-99.8609214414,49.0711595041,524,157,1904.32,2444.56,3488,2051.16,,12315.272727,980.2,2845.272727,,812.681818,25_May_09_June
11886,0.4577605735,0.617641722,-99.4023179481,49.0711595041,502.52,157,2469.48,2060.8,4194.8,2415.48,,4676.555556,975.72,2846.5,,1129.333333,25_May_09_June
11887,0.4068441,0.5284364764,-99.3105972494,49.0711595041,541.608696,153.5,2613.5,2143.083333,4246.25,2579.625,,-613.55,1035.5,2865.777778,,1085.5,25_May_09_June
11888,0.315495589,0.6222377419,-99.1271558521,49.0711595041,540.961538,157,1981.423077,2526.423077,3527.769231,2174.5,,8178.52,1035.346154,2832.384615,,1243.125,25_May_09_June
11889,0.2450199386,0.2593858123,-98.9895748041,49.0711595041,525.72,157,1808.32,2626.64,3354.04,2056.666667,,12340.3,1012.76,2833.333333,,1296.4,25_May_09_June
11890,0.272952925,0.5117681341,-97.8430660709,49.0711595041,416.64,,1642.28,2351.48,3594.36,1597.84,0,12214.181818,743.96,2789,2112,2083.181818,25_May_09_June
11891,0.2248947114,0.4949301228,-97.3844625776,49.0711595041,514.16,156,1960,2417.8,3709.84,1950.68,1,5450.15,891.56,2857.153846,2181,2641.272727,25_May_09_June
11892,0.9531555687,1.2448240774,-96.467255591,49.0711595041,403.92,,2788.56,1528.6,4989.2,2367.8,,-5033,791.4,3029.8,,1958.6,25_May_09_June
11893,0.0955547929,0.2179483175,-96.192093495,49.0711595041,403.125,,2122.375,1242.416667,4174.333333,2003.333333,,-5009.454545,825.458333,3021.272727,,1797.041667,25_May_09_June
11894,0.997510199,1.4991411056,-96.0086520976,49.0711595041,439.807692,,2383.807692,1598.153846,4463.192308,2182.5,,-5011.05,851.5,3015.4,,1688.923077,25_May_09_June
11895,0.8750569522,0.8527793459,-95.8710710497,49.0711595041,301.833333,,3290.36,1033.64,6112.56,2332.125,,-5040.705882,563.625,3017,,1674.36,25_May_09_June
11896,0.3836830134,0.6374489257,-93.3946121858,49.0711595041,176.73913,,1609.2,308.52,3960.12,1047.52,,-4954,236.84,3002.461538,6208,1968.04,25_May_09_June
11897,0.7289703836,0.7976514474,-93.3028914871,49.0711595041,243.56,,3205.6,734.44,6565.8,2101.52,,-4985.142857,436.2,2999.181818,4160,1916.52,25_May_09_June
11898,0.4707277969,0.7102347612,-100.915709476,49.0082777219,643.275862,157,1785.172414,2752.3,3017.366667,2281.166667,,10557.482759,1224.866667,2870.857143,,116.866667,25_May_09_June
11899,0.7327661514,0.7958861192,-100.502966332,49.0082777219,323,,3473.888889,1225.962963,6127.222222,2542.518519,,12423,623.296296,2876,,340.074074,25_May_09_June
11900,0.8164536417,0.9860115051,-100.4571059827,49.0082777219,245.172414,,3786.034483,869.206897,6852.62069,2510.896552,,12412.103448,471.037037,2875.125,,366.862069,25_May_09_June
11901,0.781073612,0.8769322097,-100.2736645854,49.0082777219,263.62963,,3086.5,949.678571,6185.107143,2160.214286,,12191.535714,514.607143,2870,6208,485.607143,25_May_09_June
11902,1.1311723329,1.4409499839,-100.0443628387,49.0082777219,299.285714,,3222.517241,1095.103448,6067.551724,2322.517241,,12346.964286,574.551724,2864.625,,629.034483,25_May_09_June
11903,0.7934321538,0.9563266188,-99.9067817907,49.0082777219,267.925926,157,3597.892857,963.357143,6532.142857,2464.857143,,12457.407407,513.928571,2810,,879.142857,25_May_09_June
11904,0.7034396769,1.0058877426,-99.7692007427,49.0082777219,510.857143,,2125.482759,2342.551724,3791.689655,2176.827586,,12379.653846,970.758621,2858.25,,800.62069,25_May_09_June
11905,0.2061188271,0.2375973811,-99.6774800441,49.0082777219,601.892857,157,1671.678571,2460.5,2966.821429,2089.357143,,12290.423077,1127.178571,2842.625,,890.785714,25_May_09_June
11906,0.5764916411,0.7048005675,-99.3564575988,49.0082777219,552.586207,157,2105.586207,2266.413793,3638.758621,2288.068966,,12395.28,1062.689655,2826.6,,1121.888889,25_May_09_June
11907,0.4215791088,0.4561147263,-99.2647369001,49.0082777219,558.62069,,1684.533333,2450.9,3103.166667,2024.266667,,12437.615385,1066.466667,2846.125,,1109.1,25_May_09_June
11908,0.2976237684,0.4968228787,-99.0812955028,49.0082777219,573.035714,,1651.178571,2591.777778,3047.62963,1999.928571,,12294.65,1067.071429,2841.5,5184,1221.592593,25_May_09_June
11909,0.5085182618,0.8329730146,-98.0723678175,49.0082777219,368.964286,157,2909.607143,1722.142857,5319.807692,2300.464286,1,12266,699.428571,2774,2181,1972.962963,25_May_09_June
11910,0.2217955505,0.2375796624,-97.8889264202,49.0082777219,449.466667,,1708.066667,2893.4,3560.066667,1735.766667,,12234.16,824.533333,2815.888889,,1923.518519,25_May_09_June
11911,0.0737088099,0.2912944381,-97.7972057215,49.0082777219,428.821429,156,1733.964286,2522.464286,3696.464286,1665.892857,0,11496.454545,762.888889,2833.818182,2112,2039.478261,25_May_09_June
11912,0.0253479667,0.1423214922,-97.2927418789,49.0082777219,469.785714,157,1403.896552,2339.931034,3052,1545,1,7969,824.592593,2812.3,2181,2549.75,25_May_09_June
11913,0.7606491049,0.982267489,-96.8341383856,49.0082777219,447.821429,149,3056.206897,1688.827586,4984.62069,2700.344828,,-4904.636364,893.571429,3034.636364,,2308.333333,25_May_09_June
11914,0.8842868606,1.0864741504,-96.4213952416,49.0082777219,423.413793,149,2909.107143,1461.517241,5014.931034,2478.103448,,-4973.875,824.689655,3029.076923,,1974.241379,25_May_09_June
11915,0.5664450186,0.7704638966,-96.1462331456,49.0082777219,465.407407,156.5,1796.321429,1352.571429,3467.25,1990.714286,,-3596.291667,963.464286,2984.076923,,1919.607143,25_May_09_June
11916,0.9038955917,1.0271502088,-95.8710710497,49.0082777219,315.689655,,3167.733333,1104.133333,5890.2,2306.366667,,-5071.655172,601.931034,3005.444444,,1594.3,25_May_09_June
11917,0.932647566,1.0865400533,-95.8252107003,49.0082777219,347.821429,,2993.642857,1210.607143,5523.964286,2297.678571,,-5094.956522,662.821429,3004.333333,,1566.142857,25_May_09_June
11918,0.6564963013,0.8382498324,-95.5500486043,49.0082777219,393.8,,2803.633333,1441.733333,5038.333333,2350.433333,,-5031.227273,776.233333,2995.916667,,1400.1,25_May_09_June
11919,0.1741612703,0.2184784561,-94.5411209191,49.0082777219,543.75,154.333333,627.142857,582.428571,1650.107143,987.321429,2,178.875,668.107143,2967.263158,6680.833333,2388.875,25_May_09_June
11920,0.6483328938,0.6931760141,-93.8990760284,49.0082777219,279.655172,,3341.172414,877.827586,6327.413793,2294.107143,,-4905.038462,514.428571,3013.466667,,2245.034483,25_May_09_June
11921,0.5901877165,0.4226372078,-93.3946121858,49.0082777219,235.62069,,3056.482759,722.310345,6481.965517,2006.448276,,-4988.36,422.035714,2996.846154,4842.666667,1957.068966,25_May_09_June
11922,0.4874996798,0.597124419,-93.3487518365,49.0082777219,225.344828,,2907,664.551724,6446.862069,1887.034483,,-4995.296296,401.034483,2995.545455,6208,1930.551724,25_May_09_June
11923,0.621670415,0.632894963,-93.2570311378,49.0082777219,267.172414,,3123.551724,874.344828,6260.793103,2117.034483,,-5006.64,485.344828,2992.666667,2112,1877.517241,25_May_09_June
11924,0.308898963,0.4235024403,-93.1653104392,49.0082777219,254.035714,,3097.793103,802.689655,6351.241379,2068.551724,,-4981.6,461.517241,2989.454545,4160,1823.137931,25_May_09_June
11925,-0.1572792651,-0.1090745404,-100.8698491267,48.9453959396,639.769231,157,1686.846154,2820.884615,2909.269231,2218.346154,,11857.730769,1224.730769,2831.75,,357.48,25_May_09_June
11926,0.221821744,0.2767036195,-100.6864077294,48.9453959396,650.5,157,1548.666667,2677.125,2707.666667,2101.875,,12315.227273,1205.083333,2864.818182,,281.695652,25_May_09_June
11927,1.0868576527,1.2567661762,-100.4571059827,48.9453959396,345.5,,3425.24,1136.52,5980.8,2511.166667,,12091.6,633.72,2869.285714,,387.6,25_May_09_June
11928,0.9372187406,1.1399027407,-100.227804236,48.9453959396,344.2,,3167.346154,1222.423077,5724.615385,2381.269231,,12358.16,648.12,2864,2112,530.653846,25_May_09_June
11929,0.805866158,0.9650685906,-100.1360835374,48.9453959396,341.541667,,2754.166667,1107.916667,5329.208333,2091.791667,,12444.521739,614.375,2861.363636,6208,586.625,25_May_09_June
11930,0.794054014,0.7993198782,-100.0902231881,48.9453959396,430.291667,,2726.88,1661.2,4863.76,2329.44,,12482.041667,806,2859.875,2794.666667,613.92,25_May_09_June
11931,0.9300175607,0.9768780544,-99.9985024894,48.9453959396,366.653846,147,2790,1281.923077,5244,2199.192308,,11723.791667,682.423077,2886.3,6208,791.538462,25_May_09_June
11932,0.8012546226,0.8413237147,-99.8609214414,48.9453959396,248.6,,3080.64,764.4,6396.24,2035.68,,12263.636364,446.68,2854.375,4842.666667,761.24,25_May_09_June
11933,0.1694438074,0.2840945697,-99.4940386468,48.9453959396,597.04,,1560.32,2569.68,2831.48,2041.68,,12467.954545,1140.88,2846.142857,,984.88,25_May_09_June
11934,0.2518720579,0.3329264573,-99.3105972494,48.9453959396,571.166667,,1788,2219.64,3200.6,2160,,12312.380952,1111.48,2841.833333,4160,1099.48,25_May_09_June
11935,0.1682060815,0.2505528897,-99.1730162014,48.9453959396,583.230769,,1513.076923,2719.346154,2797.923077,1972.961538,,12325.619048,1109.307692,2837.571429,,1183.615385,25_May_09_June
11936,0.01548073,0.1001434274,-99.0354351535,48.9453959396,564.28,,1347.36,2718.32,2637.6,1792.8,,12386.227273,1046.12,2834.625,,1267.48,25_May_09_June
11937,0.0826636187,0.1068820292,-98.7144127081,48.9453959396,512.75,,1311.76,2671.88,2750.36,1609.36,,12274.388889,911.8,2828.2,,1460.2,25_May_09_June
11938,0.030953262,0.3284498435,-98.5309713108,48.9453959396,562.56,,1229.96,2719.16,2490.24,1655.36,,12312.5,994.68,2823.75,,1568.16,25_May_09_June
11939,0.7032189646,0.9965107186,-98.0265074682,48.9453959396,412.583333,,2057.64,2049.52,4104.84,1921.4,1,12250.894737,800.2,2813.142857,2181,1862.26087,25_May_09_June
11940,0.1912726696,0.4585845045,-97.4761832762,48.9453959396,456.8,,1557.52,2114.8,3312.8,1652.36,1,11402.142857,826.28,2810.181818,2181,2254.73913,25_May_09_June
11941,0.164039522,0.058540849,-97.2468815296,48.9453959396,385.923077,152,1844.153846,1669.692308,4007.846154,1616.384615,,11436.434783,664.923077,2776.444444,,2685.166667,25_May_09_June
11942,0.4961785361,0.9077372372,-96.9717194336,48.9453959396,408.6,,1290.2,1593.24,3060.76,1413.44,,-4962.363636,747.64,3025,,2327.791667,25_May_09_June
11943,1.0371980319,1.3807247033,-96.6965573376,48.9453959396,424.333333,152.5,3065.5,1548.625,5114.041667,2605.666667,,-4674.619048,845.391304,3066.846154,,3527.695652,25_May_09_June
11944,0.7883587565,0.9321016584,-96.4213952416,48.9453959396,429.68,153,3194.64,1595.04,5203,2745,,-2929.105263,863.4,3064.307692,,3524.047619,25_May_09_June
11945,0.7403590766,0.9183624797,-95.5500486043,48.9453959396,469.923077,157,2451.884615,1508.576923,4328.730769,2360.807692,,-4262.95,944.423077,2962.75,,1481.423077,25_May_09_June
11946,0.0123909479,0.2938708151,-95.3207468577,48.9453959396,407.36,157,1310.4,1107.6,2341.16,1548.88,,-2579,805,2894.909091,6223.75,1588.458333,25_May_09_June
11947,0.5176541234,0.8568650881,-93.8532156791,48.9453959396,251.375,,3260.04,801.32,6520.44,2147.958333,,-4901.375,455.72,3006.181818,,2206.96,25_May_09_June
11948,0.605653888,0.8408691764,-93.6697742818,48.9453959396,230.4,,2873.84,705.96,6389.8,1877.48,,-4956.047619,409.48,3000.375,6208,2103.36,25_May_09_June
11949,0.4782466995,0.5557630616,-93.3946121858,48.9453959396,280.08,,2966.16,933.04,6078.24,2063.32,,-4948.636364,507.88,2991.333333,6208,1944.08,25_May_09_June
11950,0.6198432914,0.7848662308,-93.3028914871,48.9453959396,208.384615,,2819.56,552.653846,6505,1794.038462,,-4917.9,354.307692,2988.461538,6208,1890.461538,25_May_09_June
11951,0.6493999481,0.7538014323,-93.2111707885,48.9453959396,217.916667,,3117.28,574.041667,6641.76,1986.84,,-4932.1,380.64,2985.666667,6208,1837.08,25_May_09_June
11952,0.4764109254,0.5779790496,-93.1653104392,48.9453959396,234.423077,,3304.884615,706.769231,6698.230769,2136.730769,,-4944.391304,423.769231,2984,,1810.038462,25_May_09_June
11953,0.2507590954,0.416504832,-100.8698491267,48.8825141574,625.428571,157,1786.275862,2778.931034,3058.758621,2262,,12261.76,1206.931034,2828.4,,496.962963,25_May_09_June
11954,0.468511487,0.5796650772,-100.778128428,48.8825141574,657.166667,157,1592.066667,2759.9,2785.266667,2200.533333,,12449.571429,1261.2,2810.076923,,605.692308,25_May_09_June
11955,0.4536985904,0.6279266377,-100.64054738,48.8825141574,582.62069,157,2036.896552,2278,3490,2304,,11967.25,1113.931034,2855.777778,,357.285714,25_May_09_June
11956,0.5536741699,0.8052886256,-100.5488266814,48.8825141574,625.666667,,1861.1,2532.233333,3151.433333,2290.7,,12154.233333,1191.896552,2865.5,,344.344828,25_May_09_June
11957,0.6540204287,0.7071363926,-100.4112456334,48.8825141574,400.6,,3124.4,1451.366667,5351.8,2539.466667,,12335.766667,770.633333,2862.166667,,431.103448,25_May_09_June
11958,0.9907157391,1.1278164268,-100.2736645854,48.8825141574,320,157,3293.517241,1100.586207,5986.37931,2401.214286,,12463.961538,606.551724,2849.25,,548.103448,25_May_09_June
11959,1.1087268472,1.2412778378,-100.1819438867,48.8825141574,317.633333,157,3579.5,1176.689655,6209.933333,2586.3,,12383.777778,606.133333,2822.7,,713.592593,25_May_09_June
11960,1.1463130613,1.1188092927,-100.0443628387,48.8825141574,289.655172,157,3465.862069,970.206897,6299.034483,2424.448276,,12280.481481,542,2795.666667,,898.142857,25_May_09_June
11961,1.1398201138,1.4718015604,-99.9526421401,48.8825141574,254.75,157,3567.344828,864.310345,6655.724138,2377.482759,,12371.892857,475.827586,2822.916667,2112,848.137931,25_May_09_June
11962,0.7796324268,0.8709921874,-99.6774800441,48.8825141574,383.931034,,2773.655172,1555.896552,5130.172414,2248.517241,,12450.84,729.172414,2843.5,,921.068966,25_May_09_June
11963,-0.0240807746,0.148862496,-99.4940386468,48.8825141574,531.172414,157,1564.758621,2320.482759,3002.862069,1880.655172,,12317.954545,1007.178571,2811.916667,4160,1105.518519,25_May_09_June
11964,0.2084257756,0.377401258,-99.4023179481,48.8825141574,570.892857,157,1477.035714,2759.321429,2776.535714,1939.928571,,12313.521739,1097.964286,2826.8,,1092.678571,25_May_09_June
11965,0.1581152715,0.2875307867,-99.2647369001,48.8825141574,571.642857,,1560.035714,2313.607143,2869.642857,2004.464286,,12383.291667,1105.892857,2835,,1144.142857,25_May_09_June
11966,0.0513394188,0.0925108076,-99.0812955028,48.8825141574,640,,1398,2744.172414,2529.034483,1969.551724,,12432.375,1173.482759,2830.25,,1255.551724,25_May_09_June
11967,0.0784514286,0.1575151756,-98.9895748041,48.8825141574,636.448276,,1272.068966,2942.206897,2370.103448,1874.655172,,12377.045455,1158.793103,2827.8,,1310.827586,25_May_09_June
11968,-0.1591088714,-0.0776568266,-98.7602730575,48.8825141574,545.655172,,1353.827586,2908.172414,2726.413793,1717.413793,,12350.772727,984.551724,2822.571429,,1449.37931,25_May_09_June
11969,0.1790262252,0.170893389,-97.5220436256,48.8825141574,424.071429,152,1440,2227.689655,3374.896552,1440.689655,0,12225.769231,717.793103,2806,2112,2090.230769,25_May_09_June
11970,-0.0536784524,0.1150357074,-97.2927418789,48.8825141574,447.166667,154,1344.066667,2187.9,3121.5,1412.333333,0.5,11450,739.1,2778.692308,2146.5,2427,25_May_09_June
11971,0.3997155349,0.4518887312,-96.9258590843,48.8825141574,386.464286,149,1379.333333,1589.285714,3189.464286,1417.285714,1,-1411.1,710.964286,2986,2181,2619.045455,25_May_09_June
11972,0.8336711004,0.8364219107,-96.3755348923,48.8825141574,447.896552,157,3223.413793,1951.310345,5184.793103,2705.931034,1,-4020.64,841.827586,3051.4,2675.75,3496.961538,25_May_09_June
11973,0.7822607085,1.1238200366,-95.7334900017,48.8825141574,472.821429,149,2453.607143,1671.75,4355.857143,2293.142857,,-5052.125,900.214286,2996.583333,,1545.928571,25_May_09_June
11974,0.4159631073,0.678054595,-95.504188255,48.8825141574,416.433333,,2590.9,1397.866667,4715.233333,2276.433333,,-5098.136364,819.3,2983.2,,1344.966667,25_May_09_June
11975,0.7234229147,0.6329051256,-95.3207468577,48.8825141574,452.5,,2540.433333,1362.8,4600.8,2196.233333,,-4998.96,805.566667,2977.8,,1232,25_May_09_June
11976,0.2487314865,0.4038106352,-94.8621433644,48.8825141574,260.428571,151.666667,1258.285714,553.25,2259.285714,1177.962963,,4388.307692,447.607143,2885,5186,2460.678571,25_May_09_June
11977,-0.0799751207,0.0032546734,-94.6787019671,48.8825141574,257.428571,150.545455,298.925926,308.5,501.678571,521.5,,7305.5,380.814815,2916.8,5184,1768.576923,25_May_09_June
11978,0.7600709672,0.9774295613,-94.4035398711,48.8825141574,275.25,,3422.142857,942.642857,6429.535714,2350.428571,,-2117.32,515.535714,2980.461538,,2458.464286,25_May_09_June
11979,0.7826540967,0.936579297,-93.8990760284,48.8825141574,284.642857,,3456.035714,943.035714,6361.035714,2397.214286,,-4921.615385,532.428571,3002.333333,,2222.107143,25_May_09_June
11980,0.29341328,0.3228358865,-100.9615698253,48.8196323751,635.730769,150,1699.653846,2825.653846,2956.88,2241,,11828.809524,1232.038462,2818.545455,,630,25_May_09_June
11981,0.0898629773,0.164207491,-100.7322680787,48.8196323751,698.5,152,1454.307692,2641.230769,2482.346154,2165.884615,,11292.8,1306.346154,2861,,420.36,25_May_09_June
11982,0.461412102,0.6786105148,-100.5946870307,48.8196323751,595.72,157,1971.08,2361.56,3373.6,2291.12,,12450.28,1138.32,2823.333333,4160,571.041667,25_May_09_June
11983,0.6235732496,0.5604950558,-100.365385284,48.8196323751,532.769231,,2394.269231,2069.692308,4050.038462,2429.730769,,12383.08,1031.653846,2842.555556,,551.24,25_May_09_June
11984,0.8754774481,0.9218825102,-100.227804236,48.8196323751,497.125,,2678.44,1777.04,4529.84,2487.4,,12226.416667,947.12,2837.875,,603.5,25_May_09_June
11985,0.8503955205,1.1682531834,-100.1360835374,48.8196323751,384.8,,3259.36,1495.44,5523.28,2568.16,,12397.6,734.84,2756.090909,,1445,25_May_09_June
11986,0.9250815085,0.9651745175,-99.9067817907,48.8196323751,438.791667,151,3057.375,1600.791667,5167.583333,2569.125,,11689.454545,835.25,2853.777778,,863.304348,25_May_09_June
11987,0.2475581071,0.4812294139,-99.6316196948,48.8196323751,628.230769,,1540.807692,2589.653846,2745.192308,2053.730769,,12277.083333,1168.88,2837.2,,937,25_May_09_June
11988,0.1199902389,0.1735227173,-99.4481782974,48.8196323751,578.230769,,1257.423077,2710.615385,2442.269231,1806.192308,,12378.272727,1098.692308,2822.1,,1087.24,25_May_09_June
11989,0.0986947907,0.0703779917,-99.3105972494,48.8196323751,596.96,,1365.16,2725,2544.68,1943.36,,12448.227273,1158.75,2815.5,,1170.916667,25_May_09_June
11990,0.0585569346,0.1758174822,-98.9895748041,48.8196323751,587.615385,,1278.153846,2917.4,2511.961538,1733.038462,,12327.619048,1038.28,2821.5,4160,1329.307692,25_May_09_June
11991,0.0681488523,0.2011958435,-98.8978541055,48.8196323751,587.916667,,1278.038462,2885.5,2497.730769,1756.576923,,12364.047619,1058.28,2819.5,,1383.846154,25_May_09_June
11992,0.0978195717,0.092927992,-98.5309713108,48.8196323751,618.130435,,1369.48,2808,2554.92,1876.36,,12275.173913,1112.76,2811.666667,,1603,25_May_09_June
11993,0.1155005175,0.1368538647,-98.2558092148,48.8196323751,558.307692,154,1363.846154,2903,2661.807692,1787.961538,,9758.3,1034.076923,2846.777778,4160,1799.478261,25_May_09_June
11994,0.3721974247,0.7215044871,-97.9806471189,48.8196323751,459.307692,,2107.269231,2392.269231,3933.346154,2092,,12229.833333,905.307692,2800.166667,,1922.44,25_May_09_June
11995,0.5805256963,0.7299267188,-97.8430660709,48.8196323751,352.653846,148,3373.269231,1426.115385,5883.346154,2509.653846,,12259.565217,654.807692,2792.2,,2066.043478,25_May_09_June
11996,0.1210756935,0.260724321,-97.4761832762,48.8196323751,390.5,157,1377.576923,2053.615385,3385,1346.076923,0,12170.956522,661.769231,2762.625,2112,2359.538462,25_May_09_June
11997,0.190092391,0.3751491358,-96.9717194336,48.8196323751,422,151.333333,1949.56,1666.96,3977.28,1767.6,,-4647.238095,737.16,3013.666667,,3132.571429,25_May_09_June
11998,0.5371123453,0.6712009435,-96.7424176869,48.8196323751,497.64,149,3109.64,2084.64,4836.28,2875.56,,-4697.375,992.92,2998.714286,,2858.909091,25_May_09_June
11999,0.6742739454,0.8129853979,-96.5589762896,48.8196323751,449.52,152.5,2980.48,1669.16,4911.72,2660.24,,-4683.666667,905.6,3047.555556,,3325.761905,25_May_09_June
12000,0.3179833622,0.4814304759,-96.329674543,48.8196323751,504.807692,152,2339.807692,1921.72,3977.923077,2465.923077,,1009.238095,1058.730769,2942.071429,,2315.090909,25_May_09_June
12001,0.7012510836,1.0387960076,-95.7334900017,48.8196323751,462.956522,152,2931.166667,1549.5,4891.166667,2519.791667,,-4074.055556,855.791667,2968.5,,1469.136364,25_May_09_June
12002,0.6270702531,0.6451063678,-94.1742381244,48.8196323751,233.538462,,3578.423077,756.730769,6895.307692,2307.192308,,9865.545455,427,2842.666667,,2322.666667,25_May_09_June
12003,0.6246014188,0.6939890931,-93.8073553298,48.8196323751,280.4,,3508.884615,898.961538,6451.653846,2393.615385,,-4874.909091,514.4,2993.5,,2157.769231,25_May_09_June
12004,0.5153156084,0.7063454967,-100.8698491267,48.7567505929,567.137931,154,1641.586207,2184.344828,3022.172414,2109.571429,,12185.206897,1103.344828,2826.5,,473.517241,25_May_09_June
12005,0.2912659235,0.3931635742,-100.778128428,48.7567505929,696.733333,157,1530.166667,2892.448276,2571.233333,2265.4,,12226.538462,1342.933333,2827.428571,,393.5,25_May_09_June
12006,0.4152264073,0.5458681323,-100.4112456334,48.7567505929,652.896552,157,1843.586207,2680.310345,3079.37931,2345.37931,,12325.615385,1247.586207,2793.333333,,718.307692,25_May_09_June
12007,0.2661344167,0.3064762838,-100.3195249347,48.7567505929,616.793103,156.5,1898.241379,2530.827586,3269.785714,2298.586207,,12399.47619,1182.758621,2771.142857,,1131,25_May_09_June
12008,0.5613113989,0.7742646926,-100.1819438867,48.7567505929,460.62069,,2292.689655,1904.758621,4102.517241,2169.172414,,12443.782609,875.689655,2779.714286,5184,1195.689655,25_May_09_June
12009,0.6234475246,0.7278071834,-100.0902231881,48.7567505929,455.821429,150,2597.964286,1840.571429,4571.25,2350.535714,,12405.32,877.535714,2761.357143,,1469.333333,25_May_09_June
12010,0.5108856726,0.4870477468,-99.9526421401,48.7567505929,521.714286,150,2332.107143,2038.321429,4025.178571,2386.5,,12460.64,1019.814815,2769.307692,,1375.296296,25_May_09_June
12011,0.533720389,0.7591584027,-99.8150610921,48.7567505929,534.206897,157,2209.241379,2151.724138,3827.172414,2330.241379,,12350.653846,1043.241379,2798,,998.862069,25_May_09_June
12012,0.1670937912,0.2817929134,-99.5398989961,48.7567505929,586.37931,,1358.166667,2674.766667,2595.5,1840.766667,,12420.518519,1082.833333,2829.333333,,1008.6,25_May_09_June
12013,-0.009244817,0.1283156991,-99.1271558521,48.7567505929,607.310345,157,1493.724138,2487.310345,2708.827586,2034.178571,,12377.304348,1166.034483,2796.5,,1324.586207,25_May_09_June
12014,0.057173683,-0.0307497929,-98.8519937561,48.7567505929,583.851852,,1332.535714,2904.607143,2593.142857,1762.962963,,12395.75,1040.25,2813.625,,1427.714286,25_May_09_June
