fid,sif_mean_735,sif_mean_743,longitude,latitude,B_REFL_mean,EVI_mean,MIR_REFL_mean,NDVI_mean,NIR_REFL_mean,PXL_REL_mean,R_REFL_mean,RAA_mean,SZA_mean,VIQ,VZA_mean,COMP_mean
6171,0.5312881555,0.8252154333,-99.9526421401,45.4240161337,525.966667,2964.533333,2028.866667,4638.8,2848.633333,,1055.4,2108.517241,2453.818182,,1617.366667,166.000000
6172,0.5178890713,0.9483332187,-99.9067817907,45.4240161337,463.90625,3286.84375,1920.53125,5149.5,2877.15625,,921.46875,2035.259259,2519,,2012.793103,164.500000
6173,0.6032144595,1.019105115,-99.8150610921,45.4240161337,533.65625,3035.6875,1953.96875,4716.4375,2890.90625,,1050.9375,-1119.785714,2584,,1735.586207,164.222222
6174,0.6251149729,0.7952144764,-99.6774800441,45.4240161337,539.65,3194.387097,1756.458333,4990.774194,2844.387097,,950.580645,-4327.482759,2503.833333,,321.633333,
6175,0.7061728413,0.89786046,-99.6316196948,45.4240161337,430.611111,3296,1415.909091,5513.16129,2657.741935,,772.935484,-4092.965517,2502.230769,,222.548387,
6176,0.6829302311,0.9837504983,-99.5857593454,45.4240161337,327.866667,3284.322581,1092.041667,5668.387097,2577.225806,,731.354839,-2642.2,2493.25,,339.100000,175.000000
6177,0.7553096656,1.094808137,-99.5398989961,45.4240161337,317.266667,3235.333333,1098.208333,5731.366667,2502.566667,,691.033333,-2139.62963,2508.625,,364.142857,170.333333
6178,0.6497986987,0.7266633213,-99.4940386468,45.4240161337,486.875,2550.6875,1701.535714,4401.84375,2432.96875,,951.5625,-2584.709677,2506.666667,,324.000000,166.250000
6179,0.1515335944,0.1682693528,-99.4023179481,45.4240161337,641.555556,1732.4,2956.888889,2903.935484,2300.096774,,1266.9,-4360.807692,2571.153846,,1102.967742,
6180,-0.0237184291,0.3635480218,-99.3564575988,45.4240161337,649.631579,2086.16129,2858.777778,3278.129032,2530.193548,,1267.870968,-4296.25,2640.727273,,1436.517241,169.500000
6181,0.2260772384,0.9979584302,-99.3105972494,45.4240161337,479.578947,2161.84375,2106.1,3818.580645,2234.46875,,991.09375,-1184.535714,2565.307692,,824.687500,163.000000
6182,0.7506037248,0.8423926277,-99.2188765508,45.4240161337,535.777778,2667.225806,2178.806452,4439.419355,2528,,974.516129,2315.451613,2582.2,,908.935484,168.500000
6183,0.8593316105,1.2528771406,-99.1730162014,45.4240161337,501.35,2545.967742,2117.806452,4290.129032,2428.935484,,953.741935,40.827586,2641.909091,,1308.655172,166.500000
6184,0.6864942695,0.7267214347,-98.8519937561,45.4240161337,473.75,3117.903226,2410.548387,4828.064516,2912.129032,,1026.129032,-4187.793103,2623.0625,,1376.032258,176.000000
6185,0.6024964998,0.9378300067,-98.8061334068,45.4240161337,442.625,3176.548387,2190.354839,5139,2753.903226,,888.967742,-3690.827586,2576,,979.833333,170.000000
6186,0.772870353,0.7610368814,-98.7602730575,45.4240161337,415.925926,2935.516129,1992.387097,5065,2488.806452,,816.709677,-8.096774,2475.5,,1514.258065,
6187,0.826327255,1.0215436146,-98.7144127081,45.4240161337,453.56,3071.266667,2286.5,4995.166667,2703.833333,,906.833333,-4295.166667,2588.705882,,942.933333,169.500000
6188,0.5355065664,0.8215990315,-98.6685523588,45.4240161337,467.892857,3100.78125,2379.34375,4945.5625,2778.65625,,938.78125,-4358.8125,2542,,610.843750,
6189,0.8533622133,1.0648302862,-98.6226920095,45.4240161337,449.37037,3135.4,2203.833333,5088.516129,2696.16129,,877.774194,-4344.666667,2540.333333,,579.193548,
6190,0.8201419796,1.0976953338,-98.5768316602,45.4240161337,562.851852,2825.741935,2675.774194,4357.806452,2828.133333,,1107.193548,-3738.413793,2532.714286,,546.548387,168.000000
6191,0.6195262726,0.8247044608,-98.4851109615,45.4240161337,546.483871,2838.580645,2052.677419,4535.387097,2642.967742,,995.935484,-4427.066667,2535.307692,,486.419355,
6192,0.4355766582,0.6136592156,-98.3933902628,45.4240161337,702.366667,2167.870968,3144.741935,3317.193548,2730.903226,,1376.967742,-4426.466667,2531.538462,,423.645161,
6193,-0.044227901,0.3119062132,-98.3475299135,45.4240161337,757.7,1958.612903,3235.827586,2962.967742,2772.806452,,1511.129032,-4313.645161,2529.928571,,392.419355,
6194,0.2138511665,0.5525608499,-98.3016695642,45.4240161337,651.16129,1784.354839,2794.354839,2983.677419,2435.967742,,1311.935484,-4185.266667,2528.285714,,361.290323,
6195,0.3159027025,0.4181957715,-98.2099488655,45.4240161337,718.107143,1897.903226,3403.580645,2978.645161,2591.032258,,1403.548387,-3988.096774,2524.769231,,299.548387,
6196,0.1257165954,0.2286688867,-98.1640885162,45.4240161337,767.1,1908.366667,3397.4,2893.068966,2737.4,,1512.133333,-3417.566667,2511.214286,,349.266667,166.000000
6197,0.3838386461,0.5455493356,-98.1182281668,45.4240161337,586.225806,2440.129032,2471.870968,4032.258065,2606.83871,,1149.451613,-3417.709677,2510.2,,318.451613,166.000000
6198,0.5215194289,0.8630882587,-98.0723678175,45.4240161337,512.677419,2635.419355,2295.032258,4406.645161,2546.806452,,1002.322581,-3848.666667,2519.2,,208.064516,
6199,0.5562509581,0.5371305794,-98.0265074682,45.4240161337,527.16129,2769.580645,2468.580645,4498.516129,2665.851852,,1024.354839,-3813.62069,2552.133333,,414.193548,165.000000
6200,0.5449154256,0.916282231,-97.9806471189,45.4240161337,651.625,2314.28125,3104.25,3609.96875,2711.357143,,1257.4375,-3649.366667,2533,,261.312500,165.000000
6201,0.6604399264,0.9739171207,-97.9347867695,45.4240161337,631,2350.666667,3018.172414,3704.2,2635.346154,,1221.9,-3662,2514.538462,,116.344828,
6202,0.7733399451,1.1290447116,-97.8889264202,45.4240161337,547.225806,2956.193548,2353.129032,4657.935484,2900.37037,,1084.516129,-1454.7,2493.75,,670.966667,175.000000
6203,0.4235648885,0.9686009487,-97.8430660709,45.4240161337,609.451613,2882.870968,2593.806452,4363.193548,2980.185185,,1195.548387,216.172414,2575.529412,,1891.103448,164.200000
6204,0.3038548199,0.482694049,-97.7972057215,45.4240161337,610.677419,2458.451613,2492.866667,3900.516129,2695.740741,,1206.741935,4618.5,2481.4375,,1060.111111,167.000000
6205,0.5412292182,0.6106430491,-97.7513453722,45.4240161337,544.366667,2689.566667,2195.233333,4299.766667,2675.888889,,1062.966667,3161.62963,2577.529412,,1157.192308,164.000000
6206,0.5463316689,0.7233102148,-97.7054850229,45.4240161337,508.266667,2323.612903,2032.967742,4077.709677,2319.37037,,998.354839,7612.785714,2542.5,,632.000000,162.500000
6207,0.6148363054,0.8088248596,-97.6596246735,45.4240161337,462.8125,2060.90625,1767.65625,3979.322581,2017.5,,850.935484,10479.40625,2522.428571,,310.875000,
6208,0.1942236686,0.5005988367,-97.5679039749,45.4240161337,496.1,2342,1976.166667,4128.7,2328.538462,,948.4,7675.533333,2571.785714,,1079.300000,165.000000
6209,0.5121212048,0.8244303784,-97.5220436256,45.4240161337,440.096774,2328.387097,1866.333333,4369.225806,2144.16,,830.709677,11752.2,2524.4,,285.741935,
6210,0.3441202566,0.5743571062,-97.4761832762,45.4240161337,402.096774,2243.967742,1263,4326.580645,1826.166667,3,669.548387,8820.16129,2608.555556,,1083.935484,170.500000
6211,0.2970527709,0.3821285106,-97.3844625776,45.4240161337,394.548387,1593.46875,641,3459.71875,1138.26087,1,524.5,7647.538462,2615.444444,,1482.440000,172.500000
6212,0.6787297681,0.9382870495,-97.3386022282,45.4240161337,368.451613,2030.387097,813.1,4463.354839,1377.173913,,529.354839,7517.275862,2580,,1272.566667,165.000000
6213,0.9335891647,1.0877887266,-97.2927418789,45.4240161337,356.566667,3123.354839,1055.903226,5634.387097,2342.608696,,585.064516,12931.290323,2491.5,,328.516129,
6214,0.8888681293,1.1393144011,-97.2468815296,45.4240161337,379.483871,2706.129032,1270.612903,5129,2205.434783,,640.193548,13030.967742,2489.833333,,358.451613,
6215,1.1809369773,1.6426848769,-97.2010211802,45.4240161337,414.645161,3274.193548,1963.290323,5379.774194,2599.4,,798,13032,2488.454545,,389.612903,
6216,1.0879466236,1.1984048843,-97.1551608309,45.4240161337,399.333333,3075.9,1636.821429,5338.166667,2382.631579,,755.666667,13064.448276,2486.642857,,420.000000,
6217,1.3270889719,1.6632055938,-97.1093004816,45.4240161337,328.551724,3798.322581,1166.258065,6302.032258,2730.842105,,619.666667,12451.258065,2485.416667,,451.000000,
6218,1.2058359861,1.7127602816,-97.0634401322,45.4240161337,295.466667,4410.16129,1087.766667,6885.645161,2945.1,,559.967742,12373.8,2503.666667,,577.516129,
6219,1.424474587,1.6522650669,-97.0175797829,45.4240161337,324.129032,4181.16129,1273.225806,6574.483871,3025.473684,,621.935484,12845.466667,2482.076923,,514.677419,
6220,0.6398141459,0.9577576742,-96.9717194336,45.4240161337,459.387097,3040.451613,2222.645161,4917.774194,2881.2,,888.645161,12823.241379,2480.25,,545.935484,
6221,0.5659079831,0.9894227286,-96.9258590843,45.4240161337,505.875,2673.3125,2593.5625,4408.84375,2535.04,,984.9375,12893.65625,2478.916667,,576.781250,
6222,0.6496940861,0.9670073055,-96.8799987349,45.4240161337,507.8,2746.4,2392.133333,4515.233333,2614.727273,,978.833333,12928.233333,2477.5,,607.800000,
6223,0.2289198786,0.4932691082,-96.7882780363,45.4240161337,547.1875,2115.78125,1998.125,3651.09375,2243,,1000.28125,12429.645161,2483,,690.718750,163.000000
6224,0.2475158367,0.5823000525,-96.6965573376,45.4240161337,430.354839,2559.709677,1702.548387,4660.419355,2248.736842,,739.935484,13012.310345,2470.833333,,729.032258,
6225,0.2195035038,0.389605255,-96.6506969883,45.4240161337,472.870968,2636.125,2032.46875,4596.71875,2272.65,,841.354839,11789.214286,2483.466667,,795.375000,163.000000
6226,0.0814865635,0.6741844018,-96.6048366389,45.4240161337,513.103448,1986.548387,2134.451613,3623.774194,1906.6,,860.83871,13076.37931,2467.777778,,791.129032,
6227,-0.010599681,0.3130842417,-96.5131159403,45.4240161337,503.266667,2107,2611.266667,3817.233333,2265.473684,,928.666667,13026.538462,2464.857143,,850.966667,
6228,0.1544274643,0.3784101197,-96.467255591,45.4240161337,523.375,2064.90625,2476.84375,3727.28125,2161.5,,990.032258,12977.931034,2463,,882.218750,
6229,0.779616793,1.1004249503,-94.9080037137,45.4240161337,393.419355,3112.645161,1457.645161,5425.322581,2465.842105,,723.354839,-3589.266667,2508.25,,159.548387,
6230,0.3628742953,0.57109835,-94.8621433644,45.4240161337,404.166667,2603.966667,1635.333333,4807.2,1869.571429,,722.137931,-3625.25,2506.642857,,129.833333,
6231,0.4145747364,0.8111667573,-94.8162830151,45.4240161337,381.967742,2659.935484,1613.677419,4960.225806,1874.782609,,692.516129,-3075.129032,2481.090909,,269.290323,164.000000
6232,0.6699856905,1.146186471,-94.7704226657,45.4240161337,396.633333,2672.7,1786.5,4944,2054.681818,,731.2,-2796.3,2484.714286,,246.566667,
6233,0.4216643783,0.9891436317,-94.5869812684,45.4240161337,318.4,3525.225806,1532.580645,6224.259259,2666.592593,,644.709677,11497.428571,2379.454545,,3543.434783,163.000000
6234,1.1642699987,1.4029430449,-94.4952605697,45.4240161337,270.322581,3283.709677,1030.741935,6436.666667,2221.730769,,494.451613,11715.321429,2300.375,,4947.318182,163.000000
6235,0.9329681272,1.5228412648,-94.4494002204,45.4240161337,283.62069,3547.1,1248.866667,6466.777778,2453.115385,,535.2,11706.230769,2235.75,,5442.764706,
6236,1.1028317263,1.3343920708,-94.2200984738,45.4240161337,318.709677,4372.806452,1350.645161,6185.416667,3169.451613,,621.903226,6332.32,2478.307692,,4632.800000,166.000000
6237,1.2888317019,2.1656232119,-94.1742381244,45.4240161337,279.148148,4754.482759,1053.75,7058.636364,3306.724138,,544.862069,-665.047619,2789.714286,,4241.571429,176.000000
6238,1.1020699665,1.1728576869,-94.1283777751,45.4240161337,296.214286,3902.655172,1182.37931,6553.608696,2799.25,,596.206897,10855.833333,2405.875,,4508.444444,
6239,0.8112799048,1.2640411139,-94.0825174258,45.4240161337,282.354839,3803.354839,1126.322581,6750.913043,2613.322581,,533,12170.296296,2263,,4560.700000,
6240,0.7481378794,0.9965825915,-93.9907967271,45.4240161337,328.40625,3343.0625,1503.28125,5991.833333,2442.53125,,616.09375,12194.419355,2297.166667,,4461.129032,163.000000
6241,0.2122313976,0.4652669008,-93.9449363778,45.4240161337,346.645161,2915.451613,1859.709677,5260.954545,2293.733333,,681.451613,12162.551724,2291.285714,,4464.071429,163.000000
6242,1.0607563108,1.4518762132,-93.8990760284,45.4240161337,317.483871,4075.83871,1405.774194,6026.2,2949.870968,,613.16129,5429.230769,2704.9,,4368.086957,176.000000
6243,0.5095576346,0.92468671,-93.8532156791,45.4240161337,325.103448,4538.933333,1274.892857,6451.315789,3326.866667,,644.966667,3092.652174,2683.692308,,4324.545455,171.000000
6244,0.7978763923,1.3665743619,-93.7156346311,45.4240161337,195.16129,4678.375,705.84375,8080.2,2886.625,,351.71875,11272.366667,2384,,3964.785714,168.000000
6245,1.1564977964,1.4474466112,-100.8239887773,45.3611343514,341.285714,3760.25,1174.285714,6248.785714,2738.75,,634.821429,8150.217391,2432.230769,,2045.703704,168.750000
6246,1.4718095884,1.7567454576,-100.778128428,45.3611343514,295.269231,4250.384615,997.346154,6822.653846,2961.884615,,561.115385,7005.083333,2456.214286,,2621.807692,161.000000
6247,1.0647498816,1.3077015281,-100.7322680787,45.3611343514,315.481481,3880.178571,998.777778,6471.321429,2754.928571,,582.038462,8898.037037,2452.3,,2765.642857,
6248,0.7968796305,1.1288205534,-100.6864077294,45.3611343514,300.76,3820.576923,903.923077,6548,2636.923077,,547.653846,11968.583333,2370.222222,,2966.920000,161.000000
6249,1.0434899479,1.214421697,-100.5946870307,45.3611343514,268.962963,3385.535714,808.392857,6266.777778,2357.035714,,519.535714,10850.607143,2412.4,,2893.642857,161.000000
6250,1.0297727386,1.3774460355,-100.5488266814,45.3611343514,327.28,2467.153846,790.5,4575.076923,1988.923077,,629.384615,-2097.833333,2622.733333,,2064.920000,163.000000
6251,0.7554278048,1.0587214194,-100.502966332,45.3611343514,301.142857,3032.214286,787.035714,5106.035714,2266.857143,,565.571429,-1982.363636,2504.416667,,1157.160000,164.000000
6252,0.8738372922,1.1101406838,-100.4571059827,45.3611343514,319.884615,2596.730769,879.153846,4491.115385,2050.653846,,597.961538,-3431,2576.058824,,1519.615385,165.500000
6253,1.0014983316,1.2225577136,-100.4112456334,45.3611343514,312.148148,2816.814815,819.37037,4845.962963,2123.37037,,547.923077,-713.791667,2567.625,,2283.259259,165.571429
6254,0.3904832878,0.6777655151,-100.365385284,45.3611343514,303.083333,2336.64,680.16,4160.72,1794,,511.92,-2447.95,2553.230769,,1451.391304,165.666667
6255,0.8638753485,1.0925832821,-100.2736645854,45.3611343514,297.925926,2150.407407,899.333333,4062,1770.814815,,570.777778,-2010.791667,2540.25,,1405.560000,163.833333
6256,0.827572056,0.9844415585,-100.227804236,45.3611343514,417.535714,3569.035714,1882.678571,5577.142857,2980.392857,,854.25,-3629.72,2573.083333,,1279.153846,168.000000
6257,1.2831392288,1.1961098909,-100.1819438867,45.3611343514,517.5,3405.076923,2085.846154,5091.269231,3120.8,,1036.307692,-2903.307692,2513.357143,,1009.800000,164.000000
6258,0.8223395403,0.8143866248,-100.1360835374,45.3611343514,478.444444,3284.214286,1918.392857,5123.857143,2929.464286,,957.214286,-4194.464286,2522.076923,,586.571429,161.000000
6259,0.7589009702,0.859296903,-100.0902231881,45.3611343514,380.576923,3637.038462,1552.730769,5830.230769,2909,,760.72,-4237.25,2514.272727,,519.038462,
6260,0.8056047916,0.9836552739,-100.0443628387,45.3611343514,478.814815,3154.925926,1894.592593,5006.074074,2849.740741,,962.37037,-4283.461538,2518.615385,,526.814815,161.000000
6261,0.9375244549,1.1380271401,-99.9526421401,45.3611343514,356.923077,3719.555556,1455.148148,5995,2894.777778,,728,-4402.076923,2541.647059,,782.115385,161.000000
6262,0.8464851635,1.2117095504,-99.9067817907,45.3611343514,462.357143,3469.857143,1859,5373.928571,2989.892857,,915.25,-4316.76,2543.615385,,851.592593,
6263,0.5079689354,0.6056068979,-99.8609214414,45.3611343514,601.666667,3123.074074,2469.961538,4528.222222,3140.333333,,1183.481481,-4211.913043,2540.545455,,781.629630,168.000000
6264,0.5086130917,0.8315280616,-99.8150610921,45.3611343514,575.62963,3042.740741,2543.777778,4538.777778,2961.923077,,1115.851852,-4162.8,2552.705882,,799.115385,161.666667
6265,0.6157039357,0.9101547832,-99.7692007427,45.3611343514,600,2650.576923,2604.423077,4116.769231,2777.307692,,1167,-4059.666667,2562.466667,,1047.115385,162.000000
6266,0.9802131454,1.2601024508,-99.7233403934,45.3611343514,344.357143,4147.857143,1509.642857,6332.821429,3173.107143,,709.75,-3808.703704,2521.454545,,492.000000,
6267,1.2016879499,1.6155443907,-99.6316196948,45.3611343514,502,2781.428571,1874.8,4583.357143,2584.321429,,964.25,-4157.708333,2593.125,,1295.321429,163.000000
6268,0.8940892021,0.6831621958,-99.5857593454,45.3611343514,495.555556,2924.722222,2018.578947,4889.333333,2694.592593,,991.590909,-3261.5,2555.769231,,1438.076923,163.500000
6269,0.5754768578,1.1649630815,-99.5398989961,45.3611343514,598.107143,2641,2385.15,4439.857143,2919.964286,,1274.55,-2686.821429,2530.933333,,941.392857,167.500000
6270,0.7641600328,0.9317852003,-99.4940386468,45.3611343514,383.730769,3470.933333,1341.333333,5662.538462,2663.538462,,758.263158,-3484.68,2544.928571,,1056.120000,167.000000
6271,0.4388907114,0.7655767454,-99.4481782974,45.3611343514,567.928571,2123.625,2260.65,3889.464286,2488.714286,,1137.9,-4417.769231,2561.571429,,1082.857143,168.000000
6272,0.2115980855,0.7184008062,-99.4023179481,45.3611343514,631.64,1922.733333,2614.789474,3346.038462,2423.307692,,1272.263158,-2973.869565,2507.923077,,1168.346154,165.333333
6273,0.407557711,0.6039235815,-99.3564575988,45.3611343514,626.740741,1653.666667,2747.25,3246.37037,2346.111111,,1178.368421,-3842,2560.923077,,938.444444,163.000000
6274,0.7092248582,0.821423659,-99.3105972494,45.3611343514,513.592593,2601.9375,2140.388889,4305.814815,2562.740741,,970.714286,2428.461538,2515.266667,,357.037037,168.000000
6275,0.6297954768,0.8621691908,-99.2647369001,45.3611343514,403.111111,3199.3125,1843,5190.518519,2545.62963,,807.285714,3289.384615,2504.833333,,1621.576923,170.000000
6276,1.2019759059,1.4021525264,-99.2188765508,45.3611343514,418.24,3193.578947,1795.8125,5171,2627.111111,,821.869565,535.041667,2526.857143,,1924.037037,165.500000
6277,0.7242625273,0.9648138108,-99.1730162014,45.3611343514,403.26087,3522.526316,1734.8125,5662.666667,2818.62963,,781.043478,-2956.833333,2569.117647,,1246.074074,165.500000
6278,0.4402942083,0.6342080448,-99.0812955028,45.3611343514,485,3003.157895,2105.125,4830.888889,2768.555556,,997.695652,-4265,2552.428571,,873.629630,
6279,0.8930867678,0.1839491978,-99.0354351535,45.3611343514,679.875,2077.85,3483.8,3285.703704,2580.814815,,1288.347826,-4280.52,2550.7,,842.962963,
6280,0.3731271327,0.9368174046,-98.8978541055,45.3611343514,610.909091,2405.388889,2834.111111,3818.423077,2743.769231,,1230.538462,-3344.454545,2572.461538,,1855.600000,163.500000
6281,0.4113763049,0.4401037246,-98.8061334068,45.3611343514,649.85,2614.6,3012.466667,3892.961538,2709.538462,,1196.48,-1422.75,2651.75,,1653.541667,165.750000
6282,0.6066336802,0.8408519924,-98.7144127081,45.3611343514,450.631579,3283.478261,2125.066667,5140.407407,2910.703704,,934.444444,2422.52,2496.6,,2645.363636,162.200000
6283,0.8674472595,1.4687132438,-98.6685523588,45.3611343514,428.7,3217.521739,2112.6,5198,2623.703704,1,830.259259,9605.958333,2373.111111,,3660.958333,163.500000
6284,0.6855653889,0.8919958737,-98.6226920095,45.3611343514,512,3016,2511.466667,4744.148148,2816.592593,,1006.074074,-1722.884615,2561.333333,,1644.434783,169.500000
6285,0.2530779392,0.5176891237,-98.5768316602,45.3611343514,543.444444,2820.347826,2774.625,4621.814815,2732,,1026.111111,-3540.44,2591.545455,,1477.461538,167.666667
6286,0.3128695436,0.5048241698,-98.5309713108,45.3611343514,531.9,2808.166667,2402.1875,4692.142857,2579.5,,962.25,-4309.25,2531.454545,,502.071429,
6287,0.1249590516,0.2738436485,-98.4851109615,45.3611343514,684.736842,2082.782609,3378.105263,3303.37037,2626.962963,,1332,-2193.307692,2529.454545,,768.840000,167.000000
6288,0.2031566964,0.364409121,-98.4392506122,45.3611343514,617.631579,2112.458333,3085.368421,3512.407407,2580.407407,,1252.925926,-215.888889,2504.266667,,698.185185,175.000000
6289,0.2245772246,0.3526468966,-98.3475299135,45.3611343514,664.133333,1817.230769,2577.466667,3172.115385,2368.538462,,1253.230769,-2114.461538,2490.5,,657.269231,165.000000
6290,-0.0623360053,0.0286870661,-98.3016695642,45.3611343514,540.866667,1667.518519,2402.125,3338.296296,2046.444444,,1058.740741,-4124.740741,2522.666667,,348.370370,
6291,-0.0644938737,-0.0401515141,-98.2558092148,45.3611343514,725.8125,1832.607143,3625.875,2886.678571,2597.357143,,1435.035714,-4140.035714,2521,,317.214286,
6292,0.2817474405,0.3544248405,-98.1640885162,45.3611343514,695.75,2093.678571,3331.1875,3251.857143,2673.535714,,1372.178571,-4194.857143,2517.727273,,253.714286,
6293,0.3664988065,0.6830525748,-98.1182281668,45.3611343514,564.125,2268.740741,2893.1875,3687.555556,2559.111111,,1179.074074,-1975.16,2581.8,,1418.185185,170.500000
6294,0.6016350639,0.8248399347,-97.9806471189,45.3611343514,539.777778,2423.153846,3061.133333,3949,2569.481481,,1131.074074,-4187.692308,2531.5,,265.592593,165.000000
6295,0.5766730253,0.9511911906,-97.8889264202,45.3611343514,601.3,2832.321429,2505.125,4365.571429,2887.107143,,1154.5,-1050.92,2603.222222,,2073.208333,172.500000
6296,0.6213697046,1.0596862361,-97.8430660709,45.3611343514,578.45,2775.142857,2648.75,4230.25,2882.214286,,1167.607143,-1508.185185,2608.642857,,1139.555556,163.800000
6297,0.4704531496,0.721314677,-97.7972057215,45.3611343514,537.444444,2355.777778,2446.714286,3917.185185,2432.481481,,1048.518519,3565.851852,2513.166667,,323.142857,163.000000
6298,0.3800491534,0.6649227083,-97.7513453722,45.3611343514,493.333333,1866.407407,2134.857143,3462.407407,2053.296296,,997,6014.84,2550.714286,,543.083333,
6299,0.2335029788,0.4409460177,-97.7054850229,45.3611343514,409.375,2301.37037,1730.727273,4240.740741,2143.259259,,862.185185,8450.222222,2523.1,,370.653846,
6300,0.4676854504,0.68252033,-97.6596246735,45.3611343514,429.692308,2102.692308,2017.909091,3931,2066.769231,,886.038462,5497.92,2589.538462,,1190.080000,163.000000
6301,0.3396885834,0.4502581656,-97.6137643242,45.3611343514,454.684211,2202.666667,2139.214286,4085.037037,2147.259259,,905.111111,3823.230769,2606,,1490.846154,164.000000
6302,0.3702613286,0.6124851661,-97.5679039749,45.3611343514,473,2120.464286,1738.0625,4103.571429,1995.642857,,837.5,4313.956522,2616.357143,,1643.464286,
6303,0.4286186599,0.7451245593,-97.5220436256,45.3611343514,513.85,2871.333333,2106.2,4691.037037,2565.185185,,911.925926,2316.625,2665.230769,,2374.000000,
6304,0.4378756235,0.4326039019,-97.4761832762,45.3611343514,438.4,2654.75,1180.1875,4701.392857,2156.071429,3,712.555556,-2487.73913,2689.466667,,3357.000000,170.500000
6305,0.2574994105,0.5169721742,-97.4303229269,45.3611343514,453.45,2214.518519,1108.533333,3917.888889,1952.259259,,739.148148,2508.153846,2624.727273,,2239.400000,161.000000
6306,0.1679856442,0.2517718282,-97.3844625776,45.3611343514,483.166667,1197.846154,1550.8,2405.692308,1413.230769,,795.48,10963.16,2543.928571,,1042.400000,169.800000
6307,0.4747665035,0.8594969341,-97.3386022282,45.3611343514,322.473684,2320.555556,1750.4375,4794.074074,1809.222222,,593.851852,6530.666667,2671.75,,1736.615385,170.500000
6308,0.7353940532,1.1101395115,-97.2927418789,45.3611343514,362.857143,2702.192308,1274.933333,4857,2081.730769,,619.730769,8781.84,2567.555556,,1072.269231,
6309,0.9433908888,1.3305141883,-97.2010211802,45.3611343514,354.1875,3765.678571,1709.4375,6080.75,2838.678571,,682.785714,12758.071429,2482.272727,,406.928571,
6310,0.9790835641,1.1799944434,-97.1551608309,45.3611343514,473.4,3090.333333,2283.933333,4954.703704,2711.666667,,904.666667,12719,2481,,439.111111,
6311,0.9449394842,1.1986931264,-97.1093004816,45.3611343514,380.631579,3429.37037,1593.263158,5673.851852,2698.777778,,741.925926,12825.222222,2478.9,,469.925926,
6312,1.078787537,1.7389721771,-97.0175797829,45.3611343514,288.052632,4200.666667,1093.684211,6779.407407,2929.259259,,560.185185,12913.666667,2475.7,,530.925926,
6313,1.4541152517,2.068085144,-96.9717194336,45.3611343514,266.764706,4754.807692,1176.894737,7205.423077,3257.884615,,524.038462,12998.538462,2475.3,,560.884615,
6314,0.6131371334,0.9944735964,-96.9258590843,45.3611343514,456.6,2987.481481,2407.421053,4899.333333,2583,,859.518519,13024.12,2473.333333,,590.814815,
6315,0.3664407551,0.6912017798,-96.8799987349,45.3611343514,497.5,2287.785714,2732.75,4002.214286,2281.428571,,966.75,13060.407407,2471.5,,621.785714,
6316,0.0646935341,0.4410004218,-96.8341383856,45.3611343514,519.35,2150.111111,2882.684211,3792.851852,2233.111111,,1001.703704,13103.083333,2470.272727,,652.481481,
6317,0.4036302702,0.7420145795,-96.7882780363,45.3611343514,513.7,2706.357143,2446.4,4433.5,2565.607143,,987.892857,13133.851852,2468.125,,683.250000,
6318,0.5566445043,0.8980825792,-96.7424176869,45.3611343514,523.052632,2878.074074,2420.347826,4610.777778,2652.481481,,967.037037,13079.541667,2467.25,,715.111111,
6319,0.462018211,0.7859224464,-96.6965573376,45.3611343514,550.666667,2729.5,2481.652174,4394.923077,2613.423077,,1018.791667,12236.409091,2473.916667,,767.923077,163.000000
6320,-0.0626831956,0.4944337893,-96.6506969883,45.3611343514,544.8125,2461.642857,2394.041667,4138.285714,2424.5,,1003.642857,12961.666667,2463.3,,777.148148,
6321,0.3948566914,0.8404215388,-96.6048366389,45.3611343514,525,2392.153846,2405.909091,4072.346154,2373.423077,,1004,12915.086957,2462,,807.653846,
6322,0.2338523436,0.5609917566,-96.5589762896,45.3611343514,417.157895,2585.444444,1449.652174,4667.925926,2090.222222,,682.777778,12878.04,2460.2,,838.000000,
6323,0.729742324,0.9108987997,-94.953864063,45.3611343514,369.925926,3321.925926,1240.296296,5650.185185,2525.652174,,674.518519,-4276.64,2505.333333,,173.962963,
6324,0.8357642208,1.1179525469,-94.9080037137,45.3611343514,409.68,3030.076923,1448.96,5249.153846,2472.684211,,765.615385,-4234,2503.333333,,142.923077,
6325,1.0266243458,1.4504911661,-94.8621433644,45.3611343514,417.178571,2907.892857,1783.535714,5061.892857,2525.4,,797,-4180.928571,2501.8,,111.535714,
6326,0.7167198484,1.0637092988,-94.8162830151,45.3611343514,363.481481,3650.851852,1380.296296,5998.962963,2719.210526,,680.461538,-3528.518519,2500,,81.074074,
6327,0.8682838427,1.5135516763,-94.7704226657,45.3611343514,409.962963,3769.037037,1594.740741,5863.37037,2885.526316,,757.259259,-2284.407407,2498.25,,53.444444,
6328,0.7940013309,1.139074713,-94.6787019671,45.3611343514,322,4199.964286,1264.464286,6565.5,3099.6,,619.821429,8594.894737,2396.375,,839.700000,163.000000
6329,0.571647866,1.0025322586,-94.5869812684,45.3611343514,407.461538,3063.038462,2075.576923,5353.307692,2528.947368,,770.666667,11431.785714,2375.777778,,1865.166667,163.000000
