fid,sif_mean_735,sif_mean_743,longitude,latitude,B_REFL_mean,EVI_mean,MIR_REFL_mean,NDVI_mean,NIR_REFL_mean,PXL_REL_mean,R_REFL_mean,RAA_mean,SZA_mean,VIQ,VZA_mean,COMP_mean
1,0.5884459585,0.5932944611,-100.9615698253,49.7628591089,461,3111.916667,2015.625,5034.541667,2713.083333,2.333333,878.652174,743.5,2922.75,,2389.250000,169.800000
2,0.9264043719,1.0644606471,-100.915709476,49.7628591089,491.28,3049.56,2066.96,4851.12,2745.4,2,945,-1802.26087,2910.2,,2645.086957,173.000000
3,0.7218433142,0.9253036022,-100.8239887773,49.7628591089,508.478261,3445.565217,1649.043478,5179.695652,3021.521739,,962.086957,-4736.157895,3004.363636,,2848.863636,
4,0.4678588718,0.8217985715,-100.6864077294,49.7628591089,472.304348,3197.652174,1445.26087,5135.521739,2729.565217,1,876.826087,4716.888889,2846.166667,,2112.142857,175.000000
5,0.7773516476,1.1836321354,-100.5946870307,49.7628591089,383.04,3696.92,1292.333333,5915,2843.88,1,727.04,11554.52381,2780.2,,1844.960000,
6,0.6394170416,0.9894824518,-100.5488266814,49.7628591089,372.208333,3702.416667,1296.791667,5933.583333,2827.333333,1,708.875,9644.210526,2772.142857,,1758.636364,175.000000
7,0.6950774193,1.0688192312,-100.502966332,49.7628591089,469.96,2472.88,1676.56,4381.625,2339.56,,922.958333,11546.952381,2771.142857,,1928.666667,175.000000
8,0.7148464446,1.004206722,-100.4571059827,49.7628591089,517.269231,2198.461538,2018.269231,3869.884615,2246.884615,1,983.074074,10026.818182,2777.3,,1857.000000,175.000000
9,0.8244320462,1.1355668083,-100.4112456334,49.7628591089,501.608696,2326.173913,1975.869565,4077.086957,2288.304348,,961.954545,12382.727273,2752.833333,,2028.782609,
10,0.7412891601,1.2829826048,-100.365385284,49.7628591089,459.615385,2585.884615,2005.076923,4486,2352.730769,,880.038462,10651.45,2780.625,,1864.857143,175.000000
11,0.5336801546,1.0366128981,-100.2736645854,49.7628591089,320.391304,4337.043478,1692.590909,6596.782609,3175.782609,,640.434783,-4778.210526,2882.692308,,933.521739,
12,1.011906141,1.0780346334,-100.227804236,49.7628591089,422.807692,3427.769231,2203.038462,5421.153846,2836.461538,,818.28,-4741.181818,2982.090909,,2168.772727,163.000000
13,0.624546415,0.7282021397,-100.1819438867,49.7628591089,470.416667,3298.666667,2252.875,5131.416667,2879.666667,,916.73913,-4788.666667,2954.583333,,2344.291667,
14,0.6754945703,0.9660869827,-100.1360835374,49.7628591089,445.458333,3385.708333,2239.083333,5287.708333,2880.875,,873.416667,-4817.238095,2943.5,,2106.521739,
15,0.5574060127,1.0226473153,-100.0902231881,49.7628591089,453.36,3330.4,2413.04,5218.84,2866,,890.16,-4832.26087,2959.916667,,2308.125000,171.000000
16,0.8269940846,1.4570491655,-99.9985024894,49.7628591089,490.173913,3167.956522,2460,4969.434783,2816.826087,,942.363636,-4831.863636,2966.285714,,2346.521739,
17,0.8500003048,1.2285541296,-99.9526421401,49.7628591089,467.769231,3399.769231,2246.269231,5255.307692,2891.538462,1,888.5,-4838.565217,2965.428571,,2321.320000,
18,1.1260754381,1.3848219088,-99.9067817907,49.7628591089,472.269231,3207.192308,2399.384615,5114.6,2788.5,,905.769231,-4829.32,2963.5,,2294.846154,
19,1.0392462959,1.399215435,-99.8150610921,49.7628591089,456.038462,3399.346154,1905.538462,5284.653846,2893.24,,887.576923,-4815.238095,2960.166667,,2244.960000,
20,0.832254237,1.347307656,-99.5857593454,49.7628591089,385.652174,3447.25,1434.208333,5724.791667,2678.416667,,728.083333,-4816.285714,2952.9,,2117.291667,
21,0.7089593406,0.9418257177,-99.5398989961,49.7628591089,397.230769,3297,1680.884615,5511.115385,2637.115385,,760.791667,-4837.636364,2951.5,,2091.500000,
22,0.7464824361,1.175100467,-99.4940386468,49.7628591089,406.64,3379.24,1635.541667,5565.12,2689.56,,765.36,-4821.478261,2949.454545,,2064.320000,
23,0.8400912523,0.9748569243,-99.4481782974,49.7628591089,322.208333,3854.458333,1075.291667,6456.25,2726.043478,,584.434783,-4862,2948.272727,,2040.291667,
24,0.5443418746,0.833666722,-99.4023179481,49.7628591089,333.230769,4272.076923,1058.423077,6634.576923,3012.8,,604.115385,-4858.826087,2946.833333,,2013.307692,
25,1.0278290965,1.6060277703,-99.3564575988,49.7628591089,303.041667,4627.5,1043.833333,7038.708333,3187.916667,,554.041667,-4880.181818,2945.444444,,1987.500000,
26,1.1571322978,1.712389186,-99.2647369001,49.7628591089,333.32,3824.96,1224.64,6317.56,2778.6,,626.333333,-4893.863636,2952.4,,2064.000000,
27,0.9467415975,1.4952539702,-99.2188765508,49.7628591089,314.041667,3869.04,1152.72,6478.96,2739.2,,585.84,-4873.291667,2951.777778,,2101.840000,
28,0.7702291076,1.1474864398,-99.1730162014,49.7628591089,346.541667,4063.708333,1533.666667,6379.833333,2997.25,,661,-4896.391304,2939.545455,,1950.041667,
29,0.863738662,1.0931131899,-99.0812955028,49.7628591089,303.708333,4238.88,1197.24,6753.48,2991.833333,,578.48,-4893.565217,2936.636364,,1829.160000,
30,0.8570781971,1.4372498509,-99.0354351535,49.7628591089,311.26087,4477.958333,1193.416667,6829.083333,3199.083333,,603.75,-4846.75,2952.916667,,1922.541667,165.000000
31,1.0432204803,1.6961177886,-98.8519937561,49.7628591089,290.916667,4854.88,1175.08,7180.96,3375.36,,553.75,-4860.166667,2928.545455,,1695.920000,
32,0.9063524629,1.4530402025,-98.8061334068,49.7628591089,333.92,4525.16,1512.24,6684.56,3319.16,,652.12,-4869.714286,2927.571429,,1668.920000,
33,1.0762629807,1.5883651205,-98.7602730575,49.7628591089,348.166667,4341.041667,1568.416667,6517.041667,3219.708333,,674.5,-4896,2926.25,,1642.666667,
34,0.9539844309,1.5458595284,-98.7144127081,49.7628591089,337.6,4442,1537.384615,6626.807692,3266.038462,,655.653846,-4915.65,2924.333333,,1615.769231,
35,0.8715745683,1.2730685075,-98.6685523588,49.7628591089,390.26087,4178.541667,1856,6158.375,3243.5,,757.833333,-4905.95,2932.454545,,1657.916667,163.000000
36,1.0683266095,1.5600484099,-98.6226920095,49.7628591089,390.52,3748.24,2054,5857.44,2943.56,,757.08,-4940.045455,2921.818182,,1562.160000,
37,0.7945832238,1.0909182876,-98.5309713108,49.7628591089,380.25,4045.916667,1877.75,6110.083333,3113.458333,,736.583333,-4970.5,2918.7,,1507.375000,
38,0.963195507,1.4414108821,-98.4851109615,49.7628591089,375.36,4198.88,1688.64,6282.88,3198,,723.76,-4967.434783,2917.545455,,1480.160000,
39,1.1613917649,1.7607686371,-98.3933902628,49.7628591089,436.32,3294.16,2498.8,5280.2,2752.6,,836.64,-4964.45,2923.090909,,1492.840000,163.000000
40,1.0536732376,1.5339450637,-98.3475299135,49.7628591089,394.166667,3331.916667,2226.75,5487.791667,2706,,779.791667,-4953.904762,2913.3,,1398.333333,
41,1.4000850797,1.4640333414,-98.3016695642,49.7628591089,353.730769,3985.653846,1584.076923,6207.923077,3051.846154,,720.24,-4926.391304,2911.818182,,1370.269231,
42,1.0485631128,1.5721307198,-98.2099488655,49.7628591089,405.208333,3796.6,1872.625,5805.04,3080.12,,812.68,-4730.15,2983.25,,2268.708333,164.333333
43,0.9637466777,1.3696564328,-98.0723678175,49.7628591089,432.36,3135.16,2308.6,5138.92,2613.52,,811.44,-4904.842105,2913.090909,,1343.416667,163.000000
44,0.6299969724,0.8118477613,-98.0265074682,49.7628591089,416.96,2488.68,1877.92,4560.72,2153.32,1,774.416667,-4796.409091,3006.285714,,2386.320000,166.250000
45,0.8476089793,1.181913759,-97.9806471189,49.7628591089,400.76,2834.48,1784.64,5023.56,2327.08,,751.72,-4785.636364,2973.153846,,2405.000000,163.000000
46,1.0308349977,1.7097319216,-97.9347867695,49.7628591089,398.25,2513.913043,1804.291667,4681.208333,2107.208333,,743.666667,-4878.521739,2947.4375,,2020.208333,
47,0.9587819517,1.0552241832,-97.8430660709,49.7628591089,455.521739,1963.5,1904.916667,3873.375,1900.083333,,837.208333,-4854.043478,2940.384615,,1821.208333,163.000000
48,1.0263712832,1.3189105732,-97.7972057215,49.7628591089,368.6,2681.16,1518.04,5063.72,2144.84,,690.96,-4788.958333,2882.4,,1086.583333,163.250000
49,0.9698539078,1.355364126,-97.7513453722,49.7628591089,285,3003.24,1144.08,5862.16,2158.08,0,551.44,-4460.791667,2837.4,,261.863636,170.000000
50,0.6093509346,0.7658804879,-97.7054850229,49.7628591089,248.52,3178.16,930.833333,6237.36,2180.4,1,488.32,-4846.869565,2826.7,,58.363636,
51,0.6758271667,1.4416248972,-97.6596246735,49.7628591089,302.76,3206.56,1092.32,5942.04,2320.6,1,579.48,-4378.043478,2825,,33.272727,
52,0.5655136804,1.194995895,-97.5679039749,49.7628591089,358.96,2741.68,1572.2,5146.84,2170.84,1,673.92,-4204.7,2954.615385,,2353.608696,162.333333
53,0.6777349198,0.9305061251,-97.5220436256,49.7628591089,443.416667,2422.75,1809.625,4331.708333,2155.875,1,814.791667,-4727.368421,2992.454545,,2337.000000,165.000000
54,0.4484333575,0.9311742365,-97.4761832762,49.7628591089,382.153846,2523.615385,1640.307692,4863.769231,2067.153846,,706.653846,-4717.772727,2977.3,,2650.800000,
55,0.7272639622,1.530430201,-97.4303229269,49.7628591089,426.833333,2324.666667,1731.791667,4436.708333,2042.875,,782.458333,-4720.15,2975.666667,,2626.916667,
56,0.7382304072,1.1161153316,-97.3844625776,49.7628591089,407.4,2769.6,1674.72,5001.6,2285.6,,758.521739,-4710.875,2966.5,,2532.160000,161.000000
57,0.8955663783,1.3815570218,-97.3386022282,49.7628591089,493.52,2892.68,1770.8,4818.96,2525.88,,890.28,-4787.478261,2957.833333,,2429.750000,161.000000
58,0.8396346399,1.4903876781,-97.2468815296,49.7628591089,475.333333,2731.36,1820.2,4643.16,2376.48,1,848.24,-4747.416667,2945.25,,1845.913043,161.666667
59,0.432358861,0.8125276069,-97.2010211802,49.7628591089,606.72,2239.12,1953.04,3716.84,2290.48,,1033.8,-4784.909091,2940.083333,,1626.217391,165.000000
60,0.6000569026,0.909252601,-97.1551608309,49.7628591089,561.8,3309.68,1499.4,4995.28,2847.24,,946.2,-4770.25,2933.727273,,1888.080000,
61,0.6630515754,1.1370238016,-97.1093004816,49.7628591089,489.75,2999.791667,1619.416667,4870.916667,2589.25,,874.625,-4916.375,2928.9,,1776.125000,
62,0.4096321757,0.8189529665,-97.0634401322,49.7628591089,507.346154,2337,1740.538462,4106.884615,2171.5,,883.576923,-4801.875,2952.142857,,2000.576923,163.000000
63,0.653801263,0.9544627134,-97.0175797829,49.7628591089,518.416667,2691.333333,1734.75,4474.666667,2491.125,,948.625,-4850.095238,2936.428571,,2090.826087,161.000000
64,0.534466234,0.9027450979,-96.9258590843,49.7628591089,490.041667,2786.44,1834.24,4601.68,2487.24,,891.96,-4796.478261,2958.3,,2356.880000,
65,0.7695914507,1.1537174433,-96.8341383856,49.7628591089,399.28,2535.6,1642.76,4790.6,2139.2,,750.04,-4777.45,2933.625,,1890.590909,161.000000
66,1.1137306044,1.3240415454,-96.7882780363,49.7628591089,356.208333,2658.88,1521.166667,5149.72,2095.44,,666.291667,-4819.5,2939.333333,,1821.833333,
67,0.9595214978,1.2626999579,-96.7424176869,49.7628591089,354.96,2143.48,1589.64,4558.8,1796.48,,664.6,-4757.32,2925.6,,1741.400000,161.000000
68,0.3579246193,1.0824190855,-96.6965573376,49.7628591089,447.083333,2275.541667,1780.083333,4215.708333,2104.583333,,840.375,-4772.85,2943.083333,,2076.875000,
69,0.7402126374,1.095969479,-96.6506969883,49.7628591089,392.36,1883.64,1588.08,3985.92,1722.92,1,726.08,-4570.35,2959.5,,1786.043478,165.000000
70,1.0463275587,1.3080650866,-96.6048366389,49.7628591089,333.24,4171.28,1217.8,6356.32,3059.32,,636.12,-4773.666667,2958.1,,2242.875000,165.000000
71,1.0921964403,1.4711058252,-96.5131159403,49.7628591089,341.96,4130.36,1135.36,6454.76,3024.32,1,655.4,1216.578947,2799.6,,3240.714286,166.333333
72,0.8139973829,1.2317706297,-96.467255591,49.7628591089,367.92,4412.88,1244.96,6453.68,3273.64,,687.76,-3241.714286,2909,,2356.842105,
73,0.630092442,0.8213541377,-96.4213952416,49.7628591089,422.041667,3316.416667,1480.666667,5296.791667,2771.375,,833.916667,-2613.2,2884.777778,,2564.600000,166.000000
74,0.574398954,0.6403725658,-96.3755348923,49.7628591089,443.208333,2920.08,1545.6,4801.88,2639.76,,911.8,-4614,3012.3,,3024.809524,
75,0.4298051732,0.8882622023,-96.2838141936,49.7628591089,207.869565,4431.25,606.958333,7648.208333,2719.833333,1,357.041667,10586.666667,2667.857143,,5005.166667,161.000000
76,0.7693221726,1.1911043406,-96.2379538443,49.7628591089,204.047619,4406.782609,590.043478,7768.304348,2667.869565,1,337.695652,4914.823529,2825.888889,,4153.666667,161.000000
77,0.6906945507,0.9031412303,-96.192093495,49.7628591089,253.583333,4797.96,697.24,7461.76,3077.84,,421.6,-4396.928571,3077.307692,,3948.888889,174.000000
78,0.6445448712,0.996938324,-96.1462331456,49.7628591089,287,4307.916667,829.125,6982.458333,2855.541667,,492.166667,-3402.5625,3079.571429,,3495.157895,166.800000
79,0.5578030469,0.6321481094,-96.1003727963,49.7628591089,288.32,4139.52,893.16,6828.24,2792.8,,514.52,-1282.428571,3004,,3303.142857,161.666667
80,0.6281226771,0.6065490916,-96.054512447,49.7628591089,255.52,4222.96,767.56,7099.32,2768.08,,459.8,1576.083333,2824.090909,,3267.458333,161.000000
81,0.6361170808,0.643852042,-96.0086520976,49.7628591089,276.56,4627.04,896.52,7173.24,3102.28,,500.8,-922.913043,2938.538462,,2929.440000,162.500000
82,0.7559024747,0.9602471329,-95.916931399,49.7628591089,329.478261,4161.48,1432.8,6573.76,2984.958333,,612.52,-4645.782609,3009.333333,,2987.434783,
83,0.7908540498,1.012925595,-95.8710710497,49.7628591089,451.08,3544.6,2124.68,5465.12,2911.52,,839.8,1051.2,2934.555556,,2947.777778,168.000000
84,0.4809253644,0.8061270863,-95.8252107003,49.7628591089,297.125,3922.041667,1166.458333,6497.208333,2809.583333,1,583.166667,4752.8,2913.625,,2484.736842,166.666667
85,0.3778456214,0.7991896719,-95.7334900017,49.7628591089,255.2,3478.36,780.458333,6663.2,2284.08,,458.48,-1246.533333,2979.333333,,2589.470588,
86,0.4275124427,0.5030393284,-95.6876296523,49.7628591089,306.28,3198.84,979.72,5995.16,2294.958333,,577.2,-3791.095238,3014.083333,,3287.444444,167.500000
87,0.318711906,0.4845192749,-95.641769303,49.7628591089,325.6,3290.32,1018.84,5982.2,2385.72,,604.16,-1862.736842,2994.785714,,3041.000000,163.000000
88,0.3367425178,0.7649229045,-95.5959089537,49.7628591089,271.375,3749.130435,804.75,6798.5,2443.833333,,466.5,-782.090909,2954.888889,,2626.642857,161.000000
89,0.2756285965,0.4505978357,-95.5500486043,49.7628591089,269.68,3544.76,803.8,6665.08,2328.8,,468.24,4561.444444,2848.5,,1799.117647,161.000000
90,0.2725287074,0.2758885877,-95.4583279057,49.7628591089,361.52,3166.88,753.04,5948.48,2207.88,1,552.32,2194.368421,2866.944444,,2017.235294,164.500000
91,0.2769059539,0.3240838093,-95.4124675564,49.7628591089,237.304348,3059.173913,532.454545,6808.130435,1866.695652,1,359.434783,7020.714286,2803.727273,,3243.000000,166.250000
92,0.3133253399,0.4727433957,-95.366607207,49.7628591089,236.875,2843.32,498,6796.24,1689.6,1,331.916667,10962.363636,2683.833333,,4115.466667,167.000000
93,0.550523527,0.7377160043,-95.2748865084,49.7628591089,235.04,3909.68,735.48,7224.84,2458.52,,401.04,5052.545455,2799.666667,,3238.105263,165.666667
94,0.5819655034,0.8323114855,-95.229026159,49.7628591089,257.833333,4110.2,692.52,7317.12,2576.96,,406.166667,2608.722222,2837.6,,3166.250000,165.000000
95,0.3146975329,0.9599527866,-95.1831658097,49.7628591089,159.083333,2130.416667,260,6560.875,1206.666667,,199.708333,10951.190476,2670.125,,4401.235294,167.500000
96,0.6255754411,0.8231675178,-95.091445111,49.7628591089,268.115385,3747.884615,661.84,7045.692308,2343.038462,,407.038462,-1240.4,2932,,3022.608696,169.000000
97,0.5107825074,0.7185567351,-94.953864063,49.7628591089,263.04,4162.12,808.52,7228.2,2617.8,,421.52,-3072.190476,2933.545455,,3065.320000,
98,0.1709460253,0.3535303548,-94.9080037137,49.7628591089,234.76,3961.12,654.92,7373.88,2405.24,,362.6,-1708.045455,2911.777778,,3300.318182,
99,0.6306635812,0.8282931373,-94.8162830151,49.7628591089,232.64,3640.6,530.16,7350.12,2138,1,324.24,-2556.190476,2921.181818,,1844.000000,170.750000
100,0.4057963204,0.6795839816,-94.7704226657,49.7628591089,204.045455,3884.086957,600.333333,7492.958333,2350.833333,,334.083333,-655.470588,2941.666667,,3280.375000,166.000000
101,0.5761362761,0.7635831058,-94.7245623164,49.7628591089,234.541667,3903,636.2,7333.72,2390.24,,365.24,-3068.190476,2885.928571,,1595.238095,168.500000
102,0.7388885543,0.5749511607,-94.6787019671,49.7628591089,221.48,3258.269231,492.576923,7150.923077,1935.076923,,320.307692,3042.588235,2957.777778,,2872.200000,165.000000
103,0.3922971555,0.8272793343,-94.5869812684,49.7628591089,198.833333,2981.083333,435.583333,7135.708333,1717.625,,284.666667,9416.363636,2723.375,,4147.416667,163.000000
104,0.0109280051,0.3150353879,-94.5411209191,49.7628591089,175.541667,1938.68,297.875,6271.28,1134.84,,241.173913,11684.26087,2668.5,,4607.875000,
105,0.8005942926,0.8764853925,-94.4952605697,49.7628591089,239.2,2457.24,500.4,6360.333333,1523.44,,346.24,11677.125,2668,,4623.160000,
106,0.6430613071,1.143404603,-94.4035398711,49.7628591089,251.6,4061.56,620.36,7355,2501.12,,388.12,6769.9,2819.333333,,3875.391304,
107,0.5191629604,0.2943545412,-94.0366570764,49.7628591089,181.6,2848.153846,391.192308,7410.461538,1563.346154,,234.615385,10961.6,2715.5,,4601.166667,163.000000
108,-0.021845461,0.323185483,-93.9907967271,49.7628591089,150.217391,2278.4,283.2,7230,1210.5,,184.833333,11613.875,2665.5,,4787.130435,
109,0.4602957136,0.7547379732,-93.9449363778,49.7628591089,153.26087,2957.916667,376.590909,7623.833333,1609.625,,216.166667,11606.954545,2664.333333,,4801.954545,
110,0.2293325681,0.2884933492,-93.8532156791,49.7628591089,138.954545,2668.5,340.423077,7522.384615,1445.230769,,203.76,11590.913043,2663.2,,4830.791667,
111,0.5337446009,0.538567353,-93.8073553298,49.7628591089,143.583333,2666.56,329.44,7516.56,1441.4,,202.04,11588.958333,2663,,4844.913043,
112,0.1555348754,0.2578112451,-93.7614949805,49.7628591089,138.875,2208.304348,269.708333,7082.791667,1210.666667,,187.958333,11621.521739,2704.666667,,4701.772727,161.000000
113,0.4079511066,0.3723844662,-93.6697742818,49.7628591089,123.291667,2494.041667,341.708333,7273.291667,1403.166667,,214.583333,11574.318182,2662.666667,,4887.500000,
114,0.5279866805,0.5479731237,-93.3028914871,49.7628591089,257.44,2873.08,432.708333,6278.84,1758.92,,333.52,-965.291667,2815,,1068.318182,163.000000
115,0.9190441569,1.0734423995,-93.2111707885,49.7628591089,94.72,3413.115385,369,7983.769231,1926.192308,,216.84,11518.75,2659,,5023.050000,
116,0.5506126913,0.7345020196,-93.1653104392,49.7628591089,238.88,2839.44,520.083333,6530.88,1829.458333,1,373,7948.388889,2795.714286,,4146.588235,166.000000
117,1.4475885749,1.591545558,-100.9615698253,49.6999773266,538.714286,2791.206897,2414.068966,4436.827586,2678.206897,1,1027.25,-2374.363636,2955.083333,,2681.777778,
118,0.7352925315,0.7915594317,-100.915709476,49.6999773266,566.566667,2561.666667,2397.066667,4102.3,2563.3,1,1049.137931,-3389.461538,2978.666667,,2798.500000,163.000000
119,0.5278363104,0.4571048021,-100.8698491267,49.6999773266,525.730769,2884.884615,2026,4637.038462,2715.807692,1.5,1000.076923,-1157.125,2914.75,,2517.230769,170.000000
120,0.4412356261,0.724565031,-100.8239887773,49.6999773266,535.033333,2930.733333,1673.966667,4566,2787.586207,,1034.733333,-4717.678571,2981.615385,,2716.500000,168.000000
121,0.7313919008,1.1018464506,-100.7322680787,49.6999773266,774.434783,2076.956522,1382.608696,3514.521739,2330.652174,3,1121.869565,-3824.1,3008.333333,,3074.545455,169.000000
122,0.4631089824,0.8029034308,-100.64054738,49.6999773266,455.068966,3451.931034,1631.137931,5342.068966,2907.214286,,877.862069,-2085.884615,2990.5,,2813.923077,163.000000
123,1.1019128164,1.1089959939,-100.5946870307,49.6999773266,398.703704,3265,1233.62963,5433.148148,2628.259259,,760.222222,10170.043478,2798.666667,,2027.923077,175.000000
124,0.7728567123,0.9765319228,-100.4571059827,49.6999773266,422.740741,3390.518519,1469.037037,5492.296296,2759.962963,,804.666667,4193.333333,2842.2,,1382.720000,175.000000
125,0.7863452137,0.8346266389,-100.4112456334,49.6999773266,431.785714,3049.827586,1666.75,5038.931034,2600.724138,1,835.758621,2650.095238,2882.666667,,2028.791667,171.333333
126,0.3764670864,0.6306088362,-100.365385284,49.6999773266,486.357143,2889.344828,1945.448276,4639.103448,2659.137931,,945.103448,1103.625,2978.8,,3129.230769,163.000000
127,0.8949818909,0.9293035194,-100.3195249347,49.6999773266,411.931034,2574.862069,1645.931034,4660.482759,2270.827586,1,810.482759,1020.148148,2908.769231,,2554.714286,175.000000
128,0.4909817899,1.0331000984,-100.2736645854,49.6999773266,505.111111,2821.740741,2006.222222,4552.222222,2630.740741,,972.740741,-2205.1,2887.5,,1615.954545,175.000000
129,1.0228844658,1.5202091932,-100.227804236,49.6999773266,531.413793,2503.862069,2388.482759,4111.517241,2524.551724,1,1041.862069,-1936.166667,2923.866667,,2468.913043,164.000000
130,0.7575902641,0.8772406459,-100.1360835374,49.6999773266,445.192308,3207.615385,2161.923077,5083.423077,2777.692308,,878.846154,-4689.666667,2977.1875,,2241.500000,169.000000
131,0.6288347415,0.8236992317,-100.0902231881,49.6999773266,477.965517,3241.333333,2396,5007.733333,2882.466667,,942.433333,-4733.416667,2953.727273,,2331.344828,175.000000
132,1.0035170068,1.4183083077,-100.0443628387,49.6999773266,444.62069,3461.241379,2127.655172,5313.62069,2959.896552,,884.714286,-4761.368421,2961.642857,,2404.615385,163.000000
133,0.6061589248,0.9867553204,-99.9985024894,49.6999773266,474.814815,3105.814815,2338.148148,4913.962963,2806,,948.518519,-4775.36,2960.5,,2333.666667,
134,1.1748352349,1.5535221919,-99.9526421401,49.6999773266,392.034483,4015.586207,1732.655172,5994.931034,3197.793103,,787.931034,-4777.36,2959.444444,,2309.241379,
135,0.7882175818,1.1638260875,-99.8150610921,49.6999773266,368.428571,3894.62069,1944.172414,5884.535714,3013.827586,0,726.172414,-4800.88,2947.466667,,2220.960000,163.000000
136,1.114235719,1.5155646006,-99.7692007427,49.6999773266,471.482759,2778.533333,2715.666667,4643.9,2546.066667,,925.166667,-4796.541667,2953.5,,2207.642857,
137,1.0776690933,1.2632250105,-99.7233403934,49.6999773266,474,3143.192308,2362.346154,4969,2781.961538,0.6,926,-4815.111111,2951.5,,2181.652174,
138,0.7560741901,1.1088871248,-99.6774800441,49.6999773266,404.933333,3801.033333,1734.833333,5856.833333,3020.066667,,785.933333,-4822.869565,2950,,2157.107143,
139,0.5830432432,0.8791990174,-99.5857593454,49.6999773266,388.62963,3685.222222,1626.703704,5890.518519,2835.96,,726.777778,-4847.791667,2947.461538,,2105.296296,
140,0.2242578454,0.6848070435,-99.4940386468,49.6999773266,452.607143,3030.758621,1820.241379,5007.892857,2595.892857,,848.107143,-4754.68,2990.615385,,2504.357143,
141,0.5930153817,0.869692409,-99.4481782974,49.6999773266,458.444444,3229.857143,1780,5207.142857,2718.464286,,854.892857,-4652.826087,2980.75,,2816.038462,163.000000
142,0.704222478,1.1335551832,-99.4023179481,49.6999773266,453.892857,3166.925926,1816.75,5202.428571,2665.142857,,840.37037,-4801.777778,2971.923077,,2295.740741,
143,0.4754350364,1.1342947483,-99.3564575988,49.6999773266,429.7,3191.466667,1605.066667,5329.103448,2602.6,,795.733333,-4699.571429,2994.363636,,2716.700000,163.000000
144,0.4853871961,0.7057496309,-99.3105972494,49.6999773266,455.074074,3255.888889,1725.185185,5252.592593,2725.888889,,870.92,-4722.565217,2981.071429,,2684.500000,
145,0.6683903312,0.7599567076,-99.2647369001,49.6999773266,350.758621,4142.275862,1149.931034,6476.821429,2991.689655,,639.413793,-4565.208333,3029.571429,,3462.777778,163.000000
146,0.9412483225,1.2782688588,-99.2188765508,49.6999773266,390.551724,3986.892857,1365.862069,6137.103448,3006.241379,,724.107143,-4713.961538,2971.454545,,2727.814815,
147,0.3715144033,0.3579114415,-99.1271558521,49.6999773266,352.607143,3853.892857,1213.37037,6267.892857,2797.892857,,640.607143,-4839.44,2932.272727,,1843.142857,
148,0.591062641,1.0959329392,-99.0812955028,49.6999773266,329.758621,4155.206897,1118.344828,6620.37931,2922,,593.655172,-4858.684211,2930.833333,,1816.928571,
149,0.6067680965,1.1482053672,-99.0354351535,49.6999773266,378.607143,3899.931034,1292.517241,6152.206897,2921.172414,,694.827586,-4776.208333,2979,,2407.827586,163.000000
150,0.8323259183,0.8837079299,-98.9895748041,49.6999773266,384.259259,3869.333333,1597.888889,6000,2998,,743.555556,-4852.708333,2944.583333,,1946.259259,163.000000
151,0.6325111352,0.9688065303,-98.9437144548,49.6999773266,307.933333,4249.466667,1228.766667,6698.966667,3030.833333,,598.551724,-4812.740741,2955.9,,2228.866667,
152,0.6608352172,1.0556252343,-98.8978541055,49.6999773266,380.148148,3914.035714,1884.678571,6028.428571,3023.107143,,737.214286,-4897.636364,2925.666667,,1709.392857,
153,1.0342007535,1.3436076811,-98.8519937561,49.6999773266,384.518519,3888.107143,1966.035714,5947.785714,3041.678571,,762.321429,-4918.130435,2923.222222,,1683.678571,
154,0.7027194272,1.2161579132,-98.7144127081,49.6999773266,424.357143,3280.142857,2623.964286,5237.642857,2734.814815,,835.25,-4937.56,2919.25,,1602.892857,
155,0.924558648,1.2530919399,-98.6685523588,49.6999773266,435.896552,3906.310345,2235,5775.62069,3206.758621,,854.413793,-4948.5,2917.545455,,1575.689655,
156,0.8323943658,1.3267610499,-98.6226920095,49.6999773266,465.222222,3007.62069,2719.37931,4904.482759,2616.172414,,873.793103,-4944.291667,2915.818182,,1547.689655,
157,0.766663077,1.1539123356,-98.5768316602,49.6999773266,398.62963,3047.111111,2411.740741,5169.037037,2500.925926,,770.62963,-4928.863636,2915.083333,,1521.259259,
158,0.9757619128,1.4890883937,-98.5309713108,49.6999773266,422.566667,2996.966667,2494.1,5002.3,2508.433333,,798.6,-4917.086957,2913,,1493.700000,
159,0.6988055483,0.8915110715,-98.4851109615,49.6999773266,424.592593,3730.642857,1988.571429,5680.035714,3053.642857,,832.037037,-4890.809524,2912.1,,1465.678571,
160,0.9019186199,1.2098114895,-98.3475299135,49.6999773266,458.931034,2789.758621,2847.689655,4696.931034,2505.482759,,892.862069,-4891.142857,2907.666667,,1383.344828,
161,0.6376285329,0.9426935017,-98.2558092148,49.6999773266,463.892857,2472.25,2946.464286,4312.928571,2357.178571,,922.964286,-4911.952381,2922,,1451.464286,
162,0.9414257966,1.5448172316,-98.2099488655,49.6999773266,475.133333,2809.033333,2555.433333,4616.733333,2620.933333,,954.9,-4906.307692,2910.285714,,1415.666667,163.000000
163,0.6410559416,1.2761590878,-98.1182281668,49.6999773266,399.862069,3865.827586,1979.310345,5874.793103,3124.689655,1,807.517241,-4929.909091,2931.1,,1419.821429,164.000000
