longitude,latitude,sif_mean_735,sif_mean_743,B_REFL_mean,COMP_mean,EVI_mean,MIR_REFL_mean,NDVI_mean,NIR_REFL_mean,PXL_REL_mean,R_REFL_mean,RAA_mean,SZA_mean,VIQ_mean,VZA_mean
-99.5398989961,49.3855684154,0.948914,1.352553,375.768707,166.833333,3221.668919,1582.608108,5389.297297,2571.939189,0.500000,725.190476,7151.679104,2775.766667,2938.100000,2435.985915
-99.4940386468,49.3855684154,0.921573,1.334665,420.299320,167.375000,3281.677852,1835.256757,5367.473333,2708.966667,0.250000,811.513514,5589.085938,2820.640625,3062.538462,2447.571429
-99.4481782974,49.3855684154,0.840297,1.249556,438.620000,164.833333,3268.138158,1976.132450,5242.084967,2789.503268,0.250000,868.657895,1359.198413,2896.075949,2802.333333,2655.078571
-99.3564575988,49.3855684154,0.713000,1.082133,440.939597,162.500000,3226.093333,2050.586667,5179.213333,2777.946667,0.000000,876.738255,-4670.552239,2968.974026,2624.000000,2816.527027
-99.3105972494,49.3855684154,0.762271,1.107718,432.080537,162.500000,3214.213333,2021.826667,5213.671141,2747.832215,0.000000,859.153333,-4687.152174,2969.000000,2931.200000,2760.168919
-99.2647369001,49.3855684154,0.778647,1.086414,433.080537,162.200000,3236.251656,2042.960265,5229.420000,2773.600000,0.000000,865.304636,-4698.382353,2963.626506,3340.800000,2648.033784
-99.2188765508,49.3855684154,0.885584,1.257514,446.812081,162.200000,3223.306667,2146.453333,5161.053333,2799.753333,0.000000,891.333333,-4724.571429,2948.506024,3340.800000,2444.107383
-99.1730162014,49.3855684154,0.906294,1.357526,461.866667,162.000000,3196.760000,2256.546667,5078.600000,2802.900000,0.000000,909.436242,-4753.744186,2934.320513,3136.000000,2208.720000
-99.1271558521,49.3855684154,0.933389,1.359556,499.774834,162.333333,2959.437086,2399.927152,4731.973510,2721.420000,0.000000,968.660000,-4788.223077,2920.712500,3136.000000,1995.821192
-99.0812955028,49.3855684154,0.942879,1.415917,516.145695,162.500000,2896.278146,2414.973510,4608.920530,2722.993333,0.000000,999.245033,-4818.322835,2910.397436,4160.000000,1849.470199
-99.0354351535,49.3855684154,0.971813,1.398910,522.460000,162.500000,2968.980000,2425.366667,4643.786667,2789.066667,0.000000,1011.753333,-4837.396825,2906.558442,4452.571429,1768.440000
-98.9437144548,49.3855684154,0.924273,1.406187,484.152318,163.571429,3197.059603,2259.496689,4976.496689,2859.460000,0.000000,946.127517,-4844.454545,2910.531646,4003.384615,1763.353333
-98.8978541055,49.3855684154,0.964292,1.487404,478.782313,163.571429,3095.724832,2286.711409,4889.832215,2780.222973,0.000000,937.351351,-4857.373016,2909.194805,3956.400000,1738.965753
-98.8519937561,49.3855684154,0.986361,1.488711,488.664430,163.400000,3095.807947,2382.602649,4847.754967,2793.569536,0.000000,950.192053,-4873.469697,2903.864865,3705.777778,1678.288591
-98.8061334068,49.3855684154,1.069836,1.571073,493.469799,163.500000,2963.410596,2502.092715,4739.264901,2705.105960,0.000000,953.264901,-4880.772059,2900.933333,4161.600000,1640.258278
-98.7602730575,49.3855684154,0.965607,1.398920,501.993243,163.666667,2760.533333,2587.566667,4528.960000,2581.040268,0.000000,961.813333,-4884.083333,2898.550725,4161.600000,1601.913333
-98.6685523588,49.3855684154,0.791270,1.173774,500.810811,161.000000,2429.160000,2721.302013,4209.566667,2326.653333,0.000000,941.081081,-4887.905512,2889.275362,4160.000000,1507.300000
-98.6226920095,49.3855684154,0.809226,1.216120,487.754967,161.000000,2276.256579,2729.197368,4086.368421,2196.743421,0.000000,916.735099,-4890.595238,2887.986111,3648.000000,1479.526316
-98.5768316602,49.3855684154,0.853496,1.293226,484.898649,161.000000,2296.660000,2701.273333,4116.597315,2216.386667,0.000000,917.986667,-4885.055118,2886.458333,3136.000000,1452.200000
-98.5309713108,49.3855684154,1.010636,1.461275,484.455782,161.000000,2560.606667,2657.440000,4375.362416,2403.610738,0.000000,927.516779,-4883.262295,2885.000000,3574.857143,1424.066667
-98.4851109615,49.3855684154,1.091115,1.538049,499.770270,162.000000,2683.496689,2656.640000,4433.480000,2551.100000,0.000000,971.946667,-4874.983333,2885.028571,4160.000000,1408.298013
-98.4392506122,49.3855684154,1.172982,1.578846,473.292517,163.000000,3081.186667,2455.731544,4888.740000,2759.543624,0.000000,928.706667,-4861.958333,2886.500000,4160.571429,1400.940000
-98.3933902628,49.3855684154,1.218662,1.613691,451.573333,163.000000,3385.642384,2275.573333,5249.662252,2901.754967,0.000000,889.774834,-4862.097561,2885.028571,2796.000000,1372.887417
-98.3016695642,49.3855684154,1.007896,1.466947,431.406667,161.000000,3348.086093,2066.264901,5343.543046,2754.180000,0.000000,818.072848,-4893.079365,2877.500000,2112.000000,1285.430464
-98.2558092148,49.3855684154,0.868665,1.304132,432.380000,161.000000,3126.813333,2147.556291,5148.569536,2569.153333,0.000000,801.324503,-4896.939394,2876.342857,2112.000000,1257.834437
-98.2099488655,49.3855684154,0.797052,1.239021,450.673469,163.000000,2877.033784,2394.597315,4853.919463,2445.543624,0.000000,827.348993,-4900.902256,2877.771429,2114.000000,1250.912752
-98.1640885162,49.3855684154,0.727875,1.104520,439.006757,163.000000,2843.013423,2396.413333,4875.786667,2394.906667,0.000000,805.000000,-4919.548872,2876.477612,2114.000000,1222.793333
-98.1182281668,49.3855684154,0.729706,1.159523,434.400000,163.000000,2704.153333,2415.393333,4757.740000,2296.473333,0.000000,793.046667,-4936.380597,2875.042857,2114.000000,1195.000000
-98.0723678175,49.3855684154,0.653782,1.035693,434.536424,161.000000,2617.375000,2434.552632,4681.203947,2240.717105,0.000000,794.013158,-4946.125926,2870.476923,2112.000000,1145.717105
-98.0265074682,49.3855684154,0.636317,1.117978,438.489933,161.000000,2677.373333,2477.566667,4714.226667,2298.126667,0.000000,808.080000,-4939.900763,2869.283582,2112.000000,1117.686667
-97.9347867695,49.3855684154,0.754339,1.245635,473.322148,162.000000,2595.657718,2457.540000,4495.606667,2347.333333,0.000000,882.073333,-4918.566929,2867.826087,2112.000000,1073.073333
-97.8889264202,49.3855684154,0.824866,1.276718,441.953333,167.333333,2826.900000,2199.827815,4847.827815,2418.635762,0.750000,826.291391,-4885.795082,2861.486486,2163.750000,1025.863946
-97.8430660709,49.3855684154,0.826122,1.242017,382.666667,167.636364,3112.686667,1840.701987,5389.225166,2449.754967,0.833333,717.593333,-4638.098361,2853.166667,2169.500000,929.152778
-97.7972057215,49.3855684154,0.822452,1.338557,357.275168,168.272727,3075.241611,1649.442953,5470.805369,2359.925676,0.833333,665.378378,-4502.705426,2849.947368,2169.500000,866.895105
-97.7054850229,49.3855684154,1.036653,1.581346,410.693333,165.666667,2483.013245,1746.675497,4682.033113,2098.753333,0.000000,750.440000,-4783.231884,2857.507463,2112.000000,907.291391
-97.6596246735,49.3855684154,1.003470,1.501492,420.637584,161.000000,2427.460000,1743.766667,4576.313333,2081.566667,0.000000,765.706667,-4870.801418,2857.941176,2112.000000,891.080000
-97.6137643242,49.3855684154,0.994456,1.600659,422.688742,162.000000,2478.642384,1717.423841,4620.576159,2109.609272,0.000000,763.907285,-4884.070922,2857.776119,2112.000000,874.741722
-97.5220436256,49.3855684154,0.919264,1.442793,451.228188,162.333333,2412.253333,1833.160000,4418.926667,2138.506667,0.000000,814.966667,-4899.822695,2863.185714,2112.000000,1023.744966
-97.4761832762,49.3855684154,0.784537,1.151322,489.986486,162.333333,2320.167785,1969.587838,4164.711409,2183.624161,0.000000,891.986486,-4894.678571,2878.183099,2112.000000,1154.845638
-97.4303229269,49.3855684154,0.666666,1.158097,524.400000,161.285714,2165.520000,2055.892617,3869.684564,2169.940000,0.000000,956.805369,-4878.880282,2890.918919,2112.000000,1427.520000
-97.3844625776,49.3855684154,0.528646,1.006864,518.366667,161.444444,2165.773333,2007.360000,3875.664430,2159.140000,0.000000,945.926174,-4798.000000,2910.597403,2112.000000,1880.187919
-97.3386022282,49.3855684154,0.506985,1.032439,478.220000,161.444444,2224.340000,1879.530201,4076.993333,2106.833333,0.000000,875.074324,-4778.669118,2910.620253,2112.000000,1829.114094
-97.2927418789,49.3855684154,0.612993,1.023527,450.633333,161.800000,2377.913907,1818.060000,4361.675497,2146.947020,0.000000,831.838926,-4769.876812,2915.375000,2112.000000,1944.761589
-97.2468815296,49.3855684154,0.688670,1.146334,433.175676,162.000000,2521.193333,1780.673333,4590.413333,2196.966667,0.000000,807.695946,-4757.716418,2917.961538,2112.000000,2048.753333
-97.2010211802,49.3855684154,0.763572,1.294086,435.635762,161.800000,2487.756579,1792.867550,4509.243421,2186.625000,0.000000,813.493333,-4749.065217,2916.116883,2112.000000,2025.807947
-97.0634401322,49.3855684154,0.954084,1.483263,412.406667,163.538462,2828.753333,1657.357616,4969.178808,2336.086093,0.750000,764.033113,-4207.367188,2919.650602,2163.750000,2390.554795
-97.0175797829,49.3855684154,0.943675,1.502990,413.506849,161.285714,3134.394558,1642.778523,5259.892617,2531.597315,0.000000,763.850340,-4736.796875,2917.539474,3136.000000,2209.180556
-96.9717194336,49.3855684154,0.957071,1.508141,394.486301,161.333333,3687.704698,1602.496644,5815.593333,2845.940000,0.000000,728.020270,-4732.073529,2914.273973,3136.000000,2025.101351
-96.9258590843,49.3855684154,0.971254,1.485661,412.890411,161.857143,3974.583893,1684.189189,5994.194631,3072.040268,0.000000,757.128378,-4753.460432,2899.971429,3136.000000,1759.297297
-96.8799987349,49.3855684154,0.987768,1.485522,437.389262,163.000000,4089.580000,1787.300000,5991.433333,3220.846667,0.000000,804.526667,-4753.056738,2907.211268,3136.000000,1702.751678
-96.8341383856,49.3855684154,1.022755,1.461294,441.770270,163.307692,4180.315436,1756.993289,6033.926174,3303.523490,0.000000,815.469799,-4747.746479,2905.592105,3136.000000,1704.182432
-96.7424176869,49.3855684154,1.132747,1.555513,424.194631,162.750000,4383.774834,1708.231788,6231.251656,3397.493333,0.000000,783.682119,-4758.723404,2916.023810,2112.000000,1991.993243
-96.6965573376,49.3855684154,1.167811,1.604364,399.640000,162.272727,4578.373333,1572.181208,6465.473333,3466.771812,0.000000,738.800000,-4726.366906,2922.880952,2112.000000,2181.369863
-96.6506969883,49.3855684154,1.169153,1.581257,366.255034,162.000000,4692.364238,1397.793333,6688.304636,3462.426667,0.000000,682.233333,-4741.681481,2921.049383,2112.000000,2158.582192
-96.6048366389,49.3855684154,1.100764,1.537075,346.666667,162.428571,4755.651007,1330.791946,6811.577181,3462.777027,0.000000,652.114865,-4760.500000,2918.694444,2112.000000,2066.270833
-96.5589762896,49.3855684154,1.085522,1.553467,334.798658,162.200000,4882.377483,1276.112583,6943.145695,3522.523179,0.000000,630.761589,-4746.190840,2917.884058,2112.000000,2176.786667
-96.467255591,49.3855684154,1.042661,1.513742,350.342282,163.833333,4882.416107,1196.201342,6887.281879,3545.637584,0.000000,649.061224,-4705.076336,2947.296296,2114.000000,2430.847826
-96.4213952416,49.3855684154,0.944074,1.381454,361.059603,164.875000,4734.165563,1256.437086,6757.774834,3468.172185,0.500000,669.630872,-4200.156250,2993.137931,2126.166667,2995.305344
-96.3755348923,49.3855684154,0.749761,1.195310,336.425676,165.736842,4572.825503,1145.550336,6828.577181,3251.859060,0.500000,612.972973,-4116.333333,3039.202532,2122.777778,3295.215517
-96.329674543,49.3855684154,0.686077,1.100629,299.489933,165.705882,4524.426667,977.446667,7032.053333,3088.886667,0.500000,539.409396,-4159.016667,3089.027778,2191.363636,3533.775701
-95.504188255,49.3855684154,0.494463,0.729904,250.108108,166.928571,3947.959732,700.651007,7067.462585,2540.175676,0.500000,436.946309,2068.779528,2846.257576,6540.125000,2626.153285
-95.4583279057,49.3855684154,0.436379,0.638831,249.190476,166.642857,3726.263514,706.048276,6865.876712,2436.204082,0.000000,452.190476,6469.590551,2757.152542,2882.000000,3130.306452
-95.4124675564,49.3855684154,0.436617,0.684025,240.208054,165.611111,3474.657718,733.055556,6763.500000,2272.100671,0.000000,444.594595,9726.105263,2719.066667,2844.571429,3722.637795
-95.3207468577,49.3855684154,0.415911,0.702023,196.062069,162.769231,3428.480000,604.959732,7214.760000,2074.300000,0.000000,339.087838,8622.645390,2721.133333,2485.090909,3663.816327
-93.6239139325,49.3855684154,0.313759,0.524610,149.074324,163.916667,2874.919463,279.689189,7542.711409,1573.617450,0.000000,200.767123,9105.608696,2704.607843,5117.600000,4336.238462
-93.5780535831,49.3855684154,0.311934,0.490634,144.482759,163.937500,2648.326667,253.724832,7404.020134,1445.293333,0.000000,191.620690,8760.158273,2705.457627,5486.823529,4277.507463
-93.4863328845,49.3855684154,0.438007,0.670040,118.521429,164.000000,3126.966667,314.924658,7886.476510,1702.601351,0.000000,189.703448,11551.410072,2623.566667,5188.000000,5016.063492
-93.3946121858,49.3855684154,0.581119,0.844147,128.042553,164.666667,3413.187919,349.793103,8021.174497,1860.445946,0.000000,200.606897,11292.522727,2641.517241,4419.000000,4994.867188
-93.3487518365,49.3855684154,0.591412,0.832652,131.278571,164.666667,3409.918367,340.076389,8036.829932,1853.428571,0.000000,200.041958,11283.198473,2641.034483,4504.000000,5007.816000
-93.3028914871,49.3855684154,0.528673,0.825573,138.400000,164.666667,3442.220000,365.088435,7986.500000,1882.980000,0.000000,210.360544,11295.957447,2639.875000,4981.600000,5023.305344
-93.2111707885,49.3855684154,0.573320,0.910524,151.110345,164.000000,3408.791946,399.167785,7853.695946,1877.187919,0.000000,224.965517,11516.402778,2621.500000,5188.000000,5096.984000
-93.1653104392,49.3855684154,0.610712,0.862494,152.944828,164.000000,3353.393333,398.476510,7815.662162,1845.573333,0.000000,225.312925,11510.820690,2621.852941,5529.333333,5110.125984
-93.1194500898,49.3855684154,0.518352,0.801968,153.140845,164.000000,3286.087838,392.837838,7779.351351,1810.395973,0.000000,225.579310,11503.664234,2621.529412,5188.000000,5123.243697
-100.915709476,49.3226866331,0.870760,1.048799,489.763158,169.500000,2731.117647,2013.209150,4556.647059,2542.235294,0.750000,951.026490,12066.897810,2725.800000,2163.750000,1846.731034
-100.8239887773,49.3226866331,0.793836,0.935132,461.755102,169.500000,2788.222973,1876.741497,4738.466216,2485.714286,0.500000,884.190476,12039.838235,2722.204082,2146.500000,1901.041667
-100.6864077294,49.3226866331,0.695077,1.010716,469.342105,173.250000,2833.111111,1892.594771,4697.294118,2562.203947,0.888889,912.780000,8765.488000,2757.646154,2174.500000,1911.000000
-100.5946870307,49.3226866331,0.705208,0.978440,523.932432,172.375000,2559.074830,2161.986486,4234.337838,2517.722973,0.900000,1015.773973,11007.196581,2727.789474,2175.090909,2049.307018
-100.5488266814,49.3226866331,0.600597,0.939719,524.006494,173.166667,2544.097403,2149.448052,4228.071429,2506.480519,0.875000,1013.973684,11713.875000,2723.896552,2393.222222,2023.214815
-100.502966332,49.3226866331,0.588833,0.932814,492.915033,173.625000,2612.006536,2035.980392,4414.424837,2474.263158,0.750000,956.947020,11330.862595,2730.160714,2563.000000,2019.595588
-100.4571059827,49.3226866331,0.492895,0.940115,472.693878,173.166667,2541.557823,1970.641892,4427.905405,2372.115646,0.666667,914.632653,11333.969697,2728.981818,2658.500000,2040.195652
-100.4112456334,49.3226866331,0.470035,0.889691,460.122449,167.800000,2456.068027,1951.513514,4354.972973,2283.878378,0.750000,888.190476,8352.210938,2763.795918,7048.700000,1922.462687
-100.365385284,49.3226866331,0.408370,0.717565,485.653595,168.125000,2250.581699,2017.614379,3937.947712,2214.856209,0.833333,929.490196,3854.666667,2800.030303,9134.833333,1776.542254
-100.2736645854,49.3226866331,0.505294,0.690254,545.055556,166.421053,2110.537931,1885.675862,3488.537931,2221.255172,1.272727,997.506944,3698.825758,2809.703704,14162.571429,1811.130435
-100.227804236,49.3226866331,0.486046,0.737527,524.682759,166.722222,2134.317241,1720.787671,3517.657534,2221.282759,1.142857,967.737931,5904.945736,2810.615385,8721.178571,1970.693431
-100.1819438867,49.3226866331,0.515041,0.696436,507.888158,168.400000,2235.410596,1883.230263,3740.960526,2273.291391,1.181818,962.809211,8211.000000,2783.208955,6849.333333,2074.394161
-100.1360835374,49.3226866331,0.541995,0.778435,494.457516,166.666667,2474.026144,2125.895425,4166.673203,2384.039216,0.571429,951.130719,10036.484127,2737.280702,2146.500000,2124.488889
-100.0902231881,49.3226866331,0.569191,0.787227,528.154362,164.666667,2418.590604,2354.420000,4083.666667,2427.220000,0.666667,1016.570470,10142.540323,2762.454545,2162.909091,2303.561538
-100.0443628387,49.3226866331,0.546149,0.828913,548.965986,163.800000,2325.625850,2351.743243,3917.533784,2420.189189,0.666667,1057.972789,10538.508065,2756.964286,2162.142857,2416.984496
-99.9985024894,49.3226866331,0.596235,0.859061,542.145695,165.333333,2407.513158,2256.304636,4014.065789,2459.953642,0.875000,1047.861842,10865.720930,2738.901639,2164.750000,2439.546154
-99.8609214414,49.3226866331,0.731297,1.161758,457.709459,170.600000,2708.073826,2050.449664,4627.469799,2462.926174,0.833333,898.496599,11141.476923,2735.225806,4348.733333,2718.674074
-99.8150610921,49.3226866331,0.835569,1.233618,426.812081,170.000000,2925.403974,1982.880795,4952.020000,2534.033113,0.833333,848.040000,11165.938931,2744.175439,4692.230769,2664.481752
-99.7692007427,49.3226866331,0.816947,1.221699,417.197368,163.250000,2869.758170,2003.607843,4947.271523,2474.542484,0.857143,830.934211,11931.150376,2716.490566,2163.750000,2518.609929
-99.7233403934,49.3226866331,0.893546,1.365655,420.746667,163.333333,2872.953642,2043.403974,4946.660000,2478.793333,0.777778,831.146667,11475.442623,2722.411765,2342.090909,2569.861538
-99.6316196948,49.3226866331,0.839073,1.292772,366.593333,163.333333,2733.953333,1718.726667,4935.753333,2302.120805,0.750000,749.268456,11076.420635,2728.958333,2616.461538,2645.832061
-99.5857593454,49.3226866331,0.811044,1.207905,345.328859,163.500000,2820.927632,1533.335526,5069.072368,2285.178808,0.800000,694.375000,9554.123077,2776.870370,2754.000000,2758.255319
-99.5398989961,49.3226866331,0.905087,1.329026,347.439189,163.333333,3105.377483,1427.218543,5326.377483,2428.313333,0.800000,670.622517,8857.082707,2783.350877,2754.000000,2814.479452
-99.4940386468,49.3226866331,0.872715,1.292621,377.115646,166.250000,3382.369128,1588.617450,5519.380000,2679.520000,0.500000,728.360000,7361.007692,2822.383333,2810.000000,2869.582734
-99.4481782974,49.3226866331,0.838653,1.267313,421.261745,165.500000,3411.832215,1827.597315,5411.853333,2825.226667,0.600000,823.606667,3808.724409,2887.675676,2951.900000,3083.485294
-99.4023179481,49.3226866331,0.798973,1.255009,473.573333,165.166667,3256.840000,2131.980132,5097.205298,2862.827815,0.666667,926.039735,-1394.559701,2953.936709,2958.800000,3340.151724
-99.3105972494,49.3226866331,0.744916,1.096537,491.093960,165.000000,3043.826667,2291.606667,4844.366667,2754.832215,0.000000,951.885906,-4475.123188,2992.721519,3477.333333,3306.986486
-99.2647369001,49.3226866331,0.733925,1.041237,490.746667,164.000000,3149.486667,2275.225166,4928.867550,2832.453333,0.000000,955.680000,-4497.576642,2989.670588,3750.400000,3199.395973
-99.2188765508,49.3226866331,0.910054,1.238833,500.033113,162.333333,3109.413333,2313.529801,4858.258278,2832.920530,0.000000,976.298013,-4615.240876,2983.906977,3932.888889,3082.317881
-99.1730162014,49.3226866331,0.894770,1.298142,498.733333,164.714286,3005.369128,2365.153333,4757.780000,2756.973333,0.500000,972.693333,-4524.589552,2972.256757,3654.416667,2895.891892
-99.1271558521,49.3226866331,0.994039,1.410620,491.026846,165.800000,2912.820000,2375.940000,4701.126667,2679.315436,0.666667,958.760000,-4604.135338,2940.705128,3428.545455,2443.251701
-99.0812955028,49.3226866331,0.986888,1.451823,486.533333,165.400000,2947.728477,2398.145695,4739.576159,2693.313333,0.666667,950.331126,-4668.984848,2915.883117,3355.000000,2071.493243
-99.0354351535,49.3226866331,1.034482,1.474141,488.466667,163.000000,3131.406667,2407.373333,4895.226667,2814.580000,0.000000,950.833333,-4832.962406,2905.773333,4160.500000,1842.980000
-98.9437144548,49.3226866331,0.870296,1.349169,451.337748,163.000000,3194.841060,2141.635762,5078.556291,2774.440000,0.000000,886.382550,-4851.624060,2899.973333,4718.909091,1712.073333
-98.8978541055,49.3226866331,0.852043,1.333871,449.586667,163.000000,3027.275168,2156.760000,4927.920000,2681.657718,0.000000,894.302013,-4848.008065,2899.797297,4615.555556,1696.700680
-98.8519937561,49.3226866331,0.934415,1.475188,452.483444,162.500000,3177.231788,2212.980263,5031.960526,2784.973684,0.000000,896.986842,-4846.865079,2895.438356,4416.000000,1659.693333
-98.8061334068,49.3226866331,0.883094,1.315881,455.412162,163.500000,3306.853333,2242.746667,5168.613333,2862.626667,0.000000,894.933333,-4837.741935,2896.773333,4161.333333,1650.453333
-98.7602730575,49.3226866331,0.896626,1.302714,449.006757,163.500000,3381.206667,2210.866667,5251.380000,2871.966667,0.000000,869.666667,-4841.672131,2893.933333,4161.600000,1600.126667
-98.7144127081,49.3226866331,0.857433,1.238368,462.901316,163.000000,3217.565789,2355.835526,5048.059211,2779.513158,0.000000,886.203947,-4841.975806,2888.418919,3478.666667,1541.664474
-98.6685523588,49.3226866331,0.830288,1.245608,473.738255,161.000000,2797.393333,2579.566667,4627.593333,2511.693333,0.000000,897.248322,-4846.699187,2884.042254,4160.000000,1494.440000
-98.6226920095,49.3226866331,0.751768,1.164569,486.825503,161.000000,2369.320000,2763.646667,4177.926667,2252.813333,0.000000,914.628378,-4859.940171,2882.771429,3750.400000,1466.913333
-98.5768316602,49.3226866331,0.787546,1.196629,478.187919,161.000000,2288.402685,2751.666667,4151.426667,2171.393333,0.000000,893.872483,-4872.157025,2881.214286,3282.285714,1439.560000
-98.4851109615,49.3226866331,0.992151,1.383264,484.523490,161.000000,2292.774834,2828.006623,4128.748344,2194.566667,0.000000,908.845638,-4898.922414,2878.591549,4160.000000,1384.662252
-98.4392506122,49.3226866331,1.055510,1.395006,469.364865,163.000000,2584.483221,2623.777027,4468.510067,2370.959459,0.000000,894.060811,-4895.874016,2880.242857,4570.000000,1377.127517
-98.3933902628,49.3226866331,1.187478,1.537738,445.800000,163.000000,2997.874172,2367.933333,4951.397351,2602.393333,0.000000,862.373333,-4903.992701,2878.458333,4160.666667,1349.251656
-98.3475299135,49.3226866331,1.208742,1.580454,425.293333,162.000000,3293.794702,2163.785235,5322.675497,2736.526667,0.000000,822.258278,-4921.059259,2875.178082,4672.000000,1312.337748
-98.3016695642,49.3226866331,1.152669,1.599407,411.598684,162.000000,3447.934211,2005.251656,5527.789474,2763.633333,0.000000,782.506579,-4923.713235,2873.500000,3136.000000,1284.164474
-98.2558092148,49.3226866331,1.032664,1.485475,392.872483,162.000000,3591.046980,1818.422819,5767.134228,2783.068027,0.000000,736.489933,-4914.219697,2872.351351,2112.000000,1256.845638
-98.2099488655,49.3226866331,0.934764,1.375429,399.885135,163.000000,3339.000000,1945.121622,5532.770270,2632.445946,0.000000,744.148649,-4900.100000,2872.785714,2114.000000,1237.506757
-98.1640885162,49.3226866331,0.863377,1.239510,425.782895,163.000000,2968.052980,2256.125000,5074.203947,2454.598684,0.000000,784.781457,-4899.106870,2871.293333,2114.000000,1209.565789
-98.0723678175,49.3226866331,0.695061,1.072290,482.864865,161.000000,2288.311258,2679.900662,4140.748344,2133.894040,0.000000,870.086667,-4892.388889,2865.272727,2112.000000,1132.470199
-98.0265074682,49.3226866331,0.658502,1.106897,475.851351,161.000000,2352.113333,2634.380000,4232.620000,2163.680000,0.000000,862.526667,-4880.671875,2863.808824,2112.000000,1104.280000
-97.9806471189,49.3226866331,0.611557,1.097102,484.549669,161.000000,2390.569536,2662.708609,4240.834437,2230.986755,0.000000,893.700000,-4869.876923,2862.308824,2112.000000,1075.801325
-97.9347867695,49.3226866331,0.683808,1.182581,479.490066,162.000000,2461.966887,2563.370861,4318.536424,2280.834437,0.000000,894.033333,-4863.295455,2862.285714,2112.000000,1059.589404
-97.8889264202,49.3226866331,0.741019,1.217916,455.778523,164.000000,2671.348993,2271.208054,4639.885906,2358.510067,0.000000,854.107383,-4876.686567,2860.054054,2112.000000,1024.865772
-97.8430660709,49.3226866331,0.771043,1.197529,429.680000,166.000000,2699.225166,2078.231788,4782.602649,2308.662252,0.500000,803.746667,-4929.323529,2857.653333,2146.500000,990.423841
-97.7972057215,49.3226866331,0.833247,1.301477,421.925676,166.750000,2545.340000,1994.160000,4660.093333,2184.113333,0.500000,783.322148,-4945.912409,2854.652174,2146.500000,950.306667
-97.7054850229,49.3226866331,0.931876,1.473679,423.953333,161.000000,2503.649007,1903.549669,4620.980000,2145.271523,0.000000,776.112583,-4931.528169,2853.909091,2112.000000,906.397351
-97.6596246735,49.3226866331,0.852130,1.351237,418.527397,161.000000,2502.328859,1837.738255,4645.554054,2132.161074,0.000000,767.550336,-4945.739437,2852.846154,2112.000000,877.577181
-97.6137643242,49.3226866331,0.937248,1.455568,407.523490,161.000000,2557.291391,1744.860927,4757.251656,2134.927152,0.000000,744.774834,-4945.273381,2851.582090,2112.000000,849.251656
-97.5679039749,49.3226866331,0.921092,1.399386,418.932886,162.000000,2419.160000,1750.493333,4560.306667,2070.640000,0.000000,760.200000,-4937.500000,2851.478261,2112.000000,832.580000
-97.5220436256,49.3226866331,0.839322,1.246100,447.791946,162.000000,2217.456954,1850.370861,4228.377483,2006.400000,0.000000,805.746667,-4922.374101,2849.971429,2112.000000,803.834437
-97.4761832762,49.3226866331,0.653322,0.976969,485.925170,162.000000,2036.306667,2020.684564,3864.240000,1986.751678,0.000000,875.598639,-4893.963504,2857.888889,2112.000000,872.560000
-97.4303229269,49.3226866331,0.468344,0.809338,512.918367,161.400000,1983.234899,2140.891892,3701.704698,2017.662162,0.000000,926.760274,-4866.178571,2864.712121,2112.000000,1015.845638
-97.3386022282,49.3226866331,0.445412,0.885626,478.858108,162.400000,2040.590604,1928.337838,3852.463087,1998.027027,0.666667,874.067568,-4783.673913,2885.270270,2158.000000,1278.849315
-97.2927418789,49.3226866331,0.536983,0.980227,437.893333,163.200000,2200.099338,1786.873333,4192.476821,2011.566667,0.666667,806.366667,-4774.262411,2890.228571,2158.000000,1433.979866
-97.2468815296,49.3226866331,0.566344,1.023566,413.489933,162.750000,2236.120000,1765.193333,4353.353333,1972.440000,0.000000,764.348993,-4776.102190,2883.914286,2112.000000,1398.263514
-97.2010211802,49.3226866331,0.664915,1.231500,417.053333,163.000000,2243.291391,1752.013245,4332.754967,1983.675497,0.500000,770.409396,-4777.242647,2890.394366,2146.500000,1501.516779
-97.1093004816,49.3226866331,0.899528,1.415006,396.020134,163.157895,2685.959732,1574.852349,4891.114094,2205.214765,0.800000,732.689189,-4194.584615,2902.216216,2167.200000,2141.267606
-97.0175797829,49.3226866331,0.886923,1.397018,425.582192,161.461538,2889.442177,1707.966443,4981.241611,2409.590604,0.500000,788.061224,-4744.046875,2913.550000,2817.666667,2179.725352
-96.9717194336,49.3226866331,0.942575,1.478578,407.833333,161.600000,3525.689189,1648.675676,5567.865772,2789.812081,0.500000,757.074830,-4723.837037,2922.434211,2817.666667,2284.256944
-96.9258590843,49.3226866331,0.993018,1.488096,407.513889,162.428571,4011.080000,1665.973154,6008.460000,3108.086667,0.000000,757.530201,-4742.661871,2917.472222,3136.000000,2128.917808
-96.8799987349,49.3226866331,0.944964,1.477002,411.424658,163.000000,4229.033557,1655.778523,6195.114094,3262.510067,0.000000,764.154362,-4764.142857,2912.106667,3136.000000,1875.912162
-96.8341383856,49.3226866331,0.940824,1.434909,405.033784,163.363636,4344.172185,1619.350993,6302.470199,3330.675497,0.000000,757.373333,-4721.445205,2899.434211,3136.000000,1723.744966
-96.7882780363,49.3226866331,0.939861,1.426843,392.197279,163.181818,4370.000000,1574.673333,6375.740000,3323.380000,0.000000,738.389262,-4665.842466,2895.500000,3136.000000,1629.324324
